port_key,Expiration,basis_pval
20,2011-06-30,1.5037128858256198e-4
20,2011-09-30,4.7284250561163124e-4
21,2009-09-30,0.5645172911048607
21,2009-12-31,0.7851081495336377
21,2010-03-31,0.273598027579702
21,2010-06-30,2.054065189573299e-4
21,2010-09-30,1.1268614366032497e-5
21,2010-12-31,6.4177002818836655e-6
21,2011-03-31,8.26848129804416e-5
21,2011-06-30,1.2609191229680486e-4
21,2011-09-30,4.3539690693067623e-4
22,2009-09-30,0.55007576603387
22,2009-12-31,0.7685419466728942
22,2010-03-31,0.26095956860888414
22,2010-06-30,2.170408730647936e-4
22,2010-09-30,1.6847893177838968e-5
22,2010-12-31,8.258464463900635e-6
22,2011-03-31,6.782297892857575e-5
22,2011-06-30,1.0608855969940274e-4
22,2011-09-30,4.032814376662286e-4
23,2009-09-30,0.5359207171273422
23,2009-12-31,0.7522442288857989
23,2010-03-31,0.24889355158835186
23,2010-06-30,2.3133463883181097e-4
23,2010-09-30,2.5229456195247335e-5
23,2010-12-31,1.084724664491727e-5
23,2011-03-31,5.591077082664835e-5
23,2011-06-30,8.971536451507229e-5
23,2011-09-30,3.760954594707866e-4
24,2009-09-30,0.5220571780255883
24,2009-12-31,0.736226468261441
24,2010-03-31,0.23738560813750276
24,2010-06-30,2.486565661211819e-4
24,2010-09-30,3.774836562831622e-5
24,2010-12-31,1.4510840256057284e-5
24,2011-03-31,4.644449138275654e-5
24,2011-06-30,7.640769464612521e-5
24,2011-09-30,3.534911074269035e-4
25,2009-09-30,0.5084893106940975
25,2009-12-31,0.7204989138034856
25,2010-03-31,0.2264202816559551
25,2010-06-30,2.694502653152413e-4
25,2010-09-30,5.6313083150860425e-5
25,2010-12-31,1.9724244737594024e-5
25,2011-03-31,3.899489695080419e-5
25,2011-06-30,6.56789464966184e-5
25,2011-09-30,3.351781906200388e-4
26,2009-09-30,0.4952204279484217
26,2009-12-31,0.7050705960426058
26,2010-03-31,0.2159812167529191
26,2010-06-30,2.9424543565750974e-4
26,2010-09-30,8.361299982480662e-5
26,2010-12-31,2.7176127837445123e-5
26,2011-03-31,3.320316022152456e-5
26,2011-06-30,5.7116377295022075e-5
26,2011-09-30,3.209293867228886e-4
27,2009-09-30,0.6029675338677785
27,2009-12-31,0.8154419041239449
27,2010-03-31,0.2960065673353001
27,2010-06-30,1.985678169126437e-4
27,2010-09-30,6.058318072515352e-6
27,2010-12-31,4.274931182962796e-6
27,2011-03-31,1.3080447533092945e-4
27,2011-06-30,1.859682600658965e-4
27,2011-09-30,5.409511563829537e-4
28,2009-09-30,0.5881915347165606
28,2009-12-31,0.798737397106283
28,2010-03-31,0.2825602965364917
28,2010-06-30,2.0618839431615124e-4
28,2010-09-30,8.849598178784922e-6
28,2010-12-31,5.243948285548896e-6
28,2011-03-31,1.0739764099106574e-4
28,2011-06-30,1.560417407493584e-4
28,2011-09-30,4.96060625099144e-4
29,2009-09-30,0.5736726679817822
29,2009-12-31,0.7822659125127269
29,2010-03-31,0.26968805338175234
29,2010-06-30,2.1593262211115125e-4
29,2010-09-30,1.3017965794901887e-5
29,2010-12-31,6.583780039466432e-6
29,2011-03-31,8.824724381910433e-5
29,2011-06-30,1.3115414817800938e-4
29,2011-09-30,4.570482695453082e-4
30,2009-09-30,0.5594177060145175
30,2009-12-31,0.7660405047516804
30,2010-03-31,0.25737867295504524
30,2010-06-30,2.280460306847054e-4
30,2010-09-30,1.922826718022527e-5
30,2010-12-31,8.446926525541631e-6
30,2011-03-31,7.269899735376704e-5
30,2011-06-30,1.1058373837213658e-4
30,2011-09-30,4.234652472148982e-4
31,2009-09-30,0.5454325973017236
31,2009-12-31,0.7500731213898417
31,2010-03-31,0.24561962877459476
31,2010-06-30,2.4282822121289387e-4
31,2010-09-30,2.8443941053271585e-5
31,2010-12-31,1.1053979118303701e-5
31,2011-03-31,6.0174022184510885e-5
31,2011-06-30,9.368915022677085e-5
31,2011-09-30,3.9490855173173806e-4
32,2009-09-30,0.5317224754445093
32,2009-12-31,0.7343745881492276
32,2010-03-31,0.23439721564959487
32,2010-06-30,2.6064073843794596e-4
32,2010-09-30,4.20446329778699e-5
32,2010-12-31,1.4724049833692277e-5
32,2011-03-31,5.016810350658646e-5
32,2011-06-30,7.990780193706289e-5
32,2011-09-30,3.710258048037001e-4
33,2009-09-30,0.5182916727539221
33,2009-12-31,0.7189546034060306
33,2010-03-31,0.22369672831938447
33,2010-06-30,2.819161237009678e-4
33,2010-09-30,6.198078270058761e-5
33,2010-12-31,1.991824241366788e-5
33,2011-03-31,4.2249350381979874e-5
33,2011-06-30,6.875300916808102e-5
33,2011-09-30,3.515200608391601e-4
34,2009-09-30,0.5051437380909904
34,2009-12-31,0.7038217416868076
34,2010-03-31,0.21350263388337667
34,2010-06-30,3.071682296638023e-4
34,2010-09-30,9.097230347162907e-5
34,2010-12-31,2.7301165205363565e-5
34,2011-03-31,3.60546297497399e-5
34,2011-06-30,5.9810146032178535e-5
34,2011-09-30,3.3615484446427696e-4
35,2009-09-30,0.5969554160900963
35,2009-12-31,0.7957543667149604
35,2010-03-31,0.27860984431409136
35,2010-06-30,2.1769356065430887e-4
35,2010-09-30,1.0377176747747219e-5
35,2010-12-31,5.446244456093584e-6
35,2011-03-31,1.1444569178350264e-4
35,2011-06-30,1.62464965511826e-4
35,2011-09-30,5.215115825746089e-4
36,2009-09-30,0.5826399139443472
36,2009-12-31,0.779621984591448
36,2010-03-31,0.26607185452532023
36,2010-06-30,2.279593644789259e-4
36,2010-09-30,1.5086641778658985e-5
36,2010-12-31,6.822156466740948e-6
36,2011-03-31,9.448169716432199e-5
36,2011-06-30,1.3691316121362026e-4
36,2011-09-30,4.808727689429729e-4
37,2009-09-30,0.5685726692733438
37,2009-12-31,0.7637263722726926
37,2010-03-31,0.2540751157040512
37,2010-06-30,2.4061626934597787e-4
37,2010-09-30,2.2017404704210105e-5
37,2010-12-31,8.725838729167768e-6
37,2011-03-31,7.819437207834309e-5
37,2011-06-30,1.1572362462288903e-4
37,2011-09-30,4.4576625236535854e-4
38,2009-09-30,0.5547596193694161
38,2009-12-31,0.7480787869415324
38,2010-03-31,0.24260764764432496
38,2010-06-30,2.5596068077226073e-4
38,2010-09-30,3.217832993565238e-5
38,2010-12-31,1.1375663594037283e-5
38,2011-03-31,6.50073171189064e-5
38,2011-06-30,9.825967881802833e-5
38,2011-09-30,4.157876899425749e-4
39,2009-09-30,0.5412059553059445
39,2009-12-31,0.7326894513719859
39,2010-03-31,0.23165638696461585
39,2010-06-30,2.74348130555681e-4
39,2010-09-30,4.699759492485603e-5
39,2010-12-31,1.5085604536033965e-5
39,2011-03-31,5.44162014904111e-5
39,2011-06-30,8.396098169264874e-5
39,2011-09-30,3.905813074049385e-4
40,2009-09-30,0.5279161319992212
40,2009-12-31,0.7175675484879624
40,2010-03-31,0.22120734975044912
40,2010-06-30,2.9620165053858666e-4
40,2010-09-30,6.847227088414234e-5
40,2010-12-31,2.0306557603709057e-5
40,2011-03-31,4.598685836230288e-5
40,2011-06-30,7.234096238401525e-5
40,2011-09-30,3.698446293055733e-4
41,2009-09-30,0.5148938821224062
41,2009-12-31,0.7027212239233837
41,2010-03-31,0.21124578860859516
41,2010-06-30,3.2202126425881223e-4
41,2010-09-30,9.935862500924243e-5
41,2010-12-31,2.7684450226342686e-5
41,2011-03-31,3.935218051088308e-5
41,2011-06-30,6.29833113396416e-5
41,2011-09-30,3.5333339245251786e-4
42,2009-09-30,0.5914187265039791
42,2009-12-31,0.7771636951979219
42,2010-03-31,0.26272610222946863
42,2010-06-30,2.4147173080024055e-4
42,2010-09-30,1.751565645922121e-5
42,2010-12-31,7.132898405933257e-6
42,2011-03-31,1.0142408145676012e-4
42,2011-06-30,1.4338317468606446e-4
42,2011-09-30,5.069421243210086e-4
43,2009-09-30,0.5775397979845531
43,2009-12-31,0.7615872341306007
43,2010-03-31,0.2510266491041528
43,2010-06-30,2.54733171526666e-4
43,2010-09-30,2.526226424857486e-5
43,2010-12-31,9.094552083932557e-6
43,2011-03-31,8.434632765211789e-5
43,2011-06-30,1.2152422590904482e-4
43,2011-09-30,4.7025698040787327e-4
44,2009-09-30,0.563900325069727
44,2009-12-31,0.7462492513327726
44,2010-03-31,0.2398363962227745
44,2010-06-30,2.707086584947731e-4
44,2010-09-30,3.6485185302762e-5
44,2010-12-31,1.181035697030226e-5
44,2011-03-31,7.044863455176533e-5
44,2011-06-30,1.0344417580373722e-4
44,2011-09-30,4.388054377380046e-4
45,2009-09-30,0.5505055202785394
45,2009-12-31,0.7311594067781417
45,2010-03-31,0.2291428988950255
45,2010-06-30,2.8974865919055684e-4
45,2010-09-30,5.2664422125527684e-5
45,2010-12-31,1.5591349329464105e-5
45,2011-03-31,5.922700505868308e-5
45,2011-06-30,8.858514336038435e-5
45,2011-09-30,4.1222938130039644e-4
46,2009-09-30,0.5373599201070687
46,2009-12-31,0.7163264005710261
46,2010-03-31,0.21893286378783255
46,2010-06-30,3.1226795133380126e-4
46,2010-09-30,7.584740220634597e-5
46,2010-12-31,2.0881380152773537e-5
46,2011-03-31,5.024542282536686e-5
46,2011-06-30,7.646089797895927e-5
46,2011-09-30,3.9022195418124926e-4
47,2009-09-30,0.5244673956649851
47,2009-12-31,0.7017579747255076
47,2010-03-31,0.20919229207098122
47,2010-06-30,3.387543697647783e-4
47,2010-09-30,1.0883129274322646e-4
47,2010-12-31,2.8312274694994527e-5
47,2011-03-31,4.313319561296364e-5
47,2011-06-30,6.66536752318209e-5
47,2011-09-30,3.7253237276486825e-4
48,2009-09-30,0.5863192795785679
48,2009-12-31,0.7596116090898192
48,2010-03-31,0.24821294098551094
48,2010-06-30,2.703866606994464e-4
48,2010-09-30,2.9013014674698565e-5
48,2010-12-31,9.554113567845578e-6
48,2011-03-31,9.119475527377882e-5
48,2011-06-30,1.280049756566463e-4
48,2011-09-30,4.970151711363766e-4
49,2009-09-30,0.5728543597166802
49,2009-12-31,0.7445733769402172
49,2010-03-31,0.23728650398272635
49,2010-06-30,2.870577854482155e-4
49,2010-09-30,4.142021238482954e-5
49,2010-12-31,1.235829144207718e-5
49,2011-03-31,7.653884748410116e-5
49,2011-06-30,1.0926339326829846e-4
49,2011-09-30,4.6404020887483977e-4
50,2009-09-30,0.5596202335153561
50,2009-12-31,0.7297736416350837
50,2010-03-31,0.22683829604546052
50,2010-06-30,3.068221512134011e-4
50,2010-09-30,5.910533396914293e-5
50,2010-12-31,1.623998190941537e-5
50,2011-03-31,6.464186837441504e-5
50,2011-06-30,9.380185212796048e-5
50,2011-09-30,4.360483449348628e-4
51,2009-09-30,0.5466214839957206
51,2009-12-31,0.7152206507505191
51,2010-03-31,0.21685568339480146
51,2010-06-30,3.3008728773486226e-4
51,2010-09-30,8.416904475520306e-5
51,2010-12-31,2.1638723966534198e-5
51,2011-03-31,5.506642692415479e-5
51,2011-06-30,8.113471975556697e-5
51,2011-09-30,4.127294233894339e-4
52,2009-09-30,0.5338620814789812
52,2009-12-31,0.7009217662598333
52,2010-03-31,0.20732537926298816
52,2010-06-30,3.5733017332296107e-4
52,2010-09-30,1.194528213865162e-4
52,2010-12-31,2.9176163546344988e-5
52,2011-03-31,4.7438688189186595e-5
52,2011-06-30,7.084303552464555e-5
52,2011-09-30,3.9382732492973174e-4
53,2009-09-30,0.5816222948154404
53,2009-12-31,0.743040813371183
53,2010-03-31,0.23494028262805067
53,2010-06-30,3.049995650539838e-4
53,2010-09-30,4.704167826558832e-5
53,2010-12-31,1.3021498072420473e-5
53,2011-03-31,8.332131972253128e-5
53,2011-06-30,1.157410580589364e-4
53,2011-09-30,4.915751573427529e-4
54,2009-09-30,0.5685501393301051
54,2009-12-31,0.7285221294006096
54,2010-03-31,0.22472573611534655
54,2010-06-30,3.255549918114954e-4
54,2010-09-30,6.638284637569913e-5
54,2010-12-31,1.703253171460933e-5
54,2011-03-31,7.070489564185877e-5
54,2011-06-30,9.963578563038466e-5
54,2011-09-30,4.621218972557021e-4
55,2009-09-30,0.5557003053772459
55,2009-12-31,0.7142405749580893
55,2010-03-31,0.21495976682323242
55,2010-06-30,3.496394288876275e-4
55,2010-09-30,9.350211900664204e-5
55,2010-12-31,2.2577696614923e-5
55,2011-03-31,6.049427020734816e-5
55,2011-06-30,8.638760508125802e-5
55,2011-09-30,4.374505102216609e-4
56,2009-09-30,0.5430768287499372
56,2009-12-31,0.7002031539922544
56,2010-03-31,0.20562976429935026
56,2010-06-30,3.77720077639081e-4
56,2010-09-30,1.3128768385221816e-4
56,2010-12-31,3.027184018361872e-5
56,2011-03-31,5.2312955578518755e-5
56,2011-06-30,7.557664716437668e-5
56,2011-09-30,4.173006547394135e-4
57,2009-09-30,0.5772961054986133
57,2009-12-31,0.7273955782185815
57,2010-03-31,0.2227898467423631
57,2010-06-30,3.459375606929956e-4
57,2010-09-30,7.456104187450632e-5
57,2010-12-31,1.7971951840401566e-5
57,2011-03-31,7.746256516977949e-5
57,2011-06-30,1.0611425275660329e-4
57,2011-09-30,4.905380326077533e-4
58,2009-09-30,0.5645967411518241
58,2009-12-31,0.7133771804604125
58,2010-03-31,0.21323047927850772
58,2010-06-30,3.7090886604266025e-4
58,2010-09-30,1.0391270426413372e-4
58,2010-12-31,2.36999273874006e-5
58,2011-03-31,6.657600826150752e-5
58,2011-06-30,9.224752923546116e-5
58,2011-09-30,4.644736249516751e-4
59,2009-09-30,0.5521114522951898
59,2009-12-31,0.6995934214687549
59,2010-03-31,0.204091507065886
59,2010-06-30,3.9990119559624973e-4
59,2010-09-30,1.4440121499326687e-4
59,2010-12-31,3.159841663665675e-5
59,2011-03-31,5.780323529736313e-5
59,2011-06-30,8.088274866828804e-5
59,2011-09-30,4.430404116438677e-4
60,2009-09-30,0.5733118829553981
60,2009-12-31,0.7126221542073192
60,2010-03-31,0.21165446577670807
60,2010-06-30,3.93882690885364e-4
60,2010-09-30,1.1546720548337208e-4
60,2010-12-31,2.5009113116467606e-5
60,2011-03-31,7.336099080117585e-5
60,2011-06-30,9.874483714101661e-5
60,2011-09-30,4.938910462522767e-4
61,2009-09-30,0.5609665502554382
61,2009-12-31,0.6990845273118736
61,2010-03-31,0.20269789086493625
61,2010-06-30,4.2385401810698904e-4
61,2010-09-30,1.5885862866130978e-4
61,2010-12-31,3.3157752042974066e-5
61,2011-03-31,6.395935565291206e-5
61,2011-06-30,8.679213668920048e-5
61,2011-09-30,4.711391551150468e-4
62,2009-09-30,0.5696433787518537
62,2009-12-31,0.698669054790998
62,2010-03-31,0.20143731053068734
62,2010-06-30,4.495606499450327e-4
62,2010-09-30,1.7472413682449684e-4
62,2010-12-31,3.4953937596691335e-5
62,2011-03-31,7.083337711409797e-5
62,2011-06-30,9.333777616523792e-5
62,2011-09-30,5.016928956611507e-4
63,2009-09-30,0.6029534652313386
63,2009-12-31,0.8717045997220731
63,2010-03-31,0.35014565550638255
63,2010-06-30,1.753960588612443e-4
63,2010-09-30,1.800826791554638e-6
63,2010-12-31,2.449220690395718e-6
63,2011-03-31,1.8049198505004372e-4
63,2011-06-30,3.001791300526858e-4
63,2011-09-30,5.802888135541299e-4
64,2009-09-30,0.5864902745546654
64,2009-12-31,0.8527674302079307
64,2010-03-31,0.3334550278322338
64,2010-06-30,1.785269794736538e-4
64,2010-09-30,2.637615199233365e-6
64,2010-12-31,2.8287751444743367e-6
64,2011-03-31,1.4591671818803343e-4
64,2011-06-30,2.4994989666093595e-4
64,2011-09-30,5.236927994579046e-4
65,2009-09-30,0.5390200222938459
65,2009-12-31,0.797426145602851
65,2010-03-31,0.28758642291049946
65,2010-06-30,2.0033291148827687e-4
65,2010-09-30,9.135414447993258e-6
65,2010-12-31,5.2140788663618465e-6
65,2011-03-31,7.61929332708593e-5
65,2011-06-30,1.4425065221479867e-4
65,2011-09-30,3.9477481871357407e-4
66,2009-09-30,0.5238643939160684
66,2009-12-31,0.7795328459390201
66,2010-03-31,0.2736628657439558
66,2010-06-30,2.125197711464381e-4
66,2010-09-30,1.4065781873851694e-5
66,2010-12-31,6.76000460394167e-6
66,2011-03-31,6.148199882988542e-5
66,2011-06-30,1.2066287482872021e-4
66,2011-09-30,3.635695924051549e-4
67,2009-09-30,0.4804844778539499
67,2009-12-31,0.7277382847980092
67,2010-03-31,0.23578195547918268
67,2010-06-30,0.00026907976842327085
67,2010-09-30,5.1486495185042054e-5
67,2010-12-31,1.6897952242832642e-5
67,2011-03-31,3.3749155430567e-5
67,2011-06-30,7.360854154614155e-5
67,2011-09-30,2.990048968707907e-4
68,2009-09-30,0.4667322892110799
68,2009-12-31,0.7111444900440425
68,2010-03-31,0.22439089288607053
68,2010-06-30,2.964617370710288e-4
68,2010-09-30,7.873716849256832e-5
68,2010-12-31,2.3783788465113348e-5
68,2011-03-31,2.8382599421886412e-5
68,2011-06-30,6.381772478284126e-5
68,2011-09-30,2.8611741030740644e-4
69,2009-09-30,0.5957253144468411
69,2009-12-31,0.8480546791170649
69,2010-03-31,0.3272896386439429
69,2010-06-30,1.8511070892120694e-4
69,2010-09-30,3.1190806802012166e-6
69,2010-12-31,2.8451467804437258e-6
69,2011-03-31,1.526789952138644e-4
69,2011-06-30,2.559160550600251e-4
69,2011-09-30,5.467030631055094e-4
70,2009-09-30,0.5798228943551594
70,2009-12-31,0.8297665367460481
70,2010-03-31,0.31178024144176514
70,2010-06-30,1.9055591784227337e-4
70,2010-09-30,4.6115968123933815e-6
70,2010-12-31,3.386568865370387e-6
70,2011-03-31,1.2356833912839524e-4
70,2011-06-30,2.133278623551223e-4
70,2011-09-30,4.955543371051772e-4
71,2009-09-30,0.5642233239650947
71,2009-12-31,0.8117216864203377
71,2010-03-31,0.29694141210065644
71,2010-06-30,1.981120069509189e-4
71,2010-09-30,6.910114707131552e-6
71,2010-12-31,4.14936216206854e-6
71,2011-03-31,9.985308557091154e-5
71,2011-06-30,1.778579490841479e-4
71,2011-09-30,4.511105135489728e-4
72,2009-09-30,0.5489349473162142
72,2009-12-31,0.7939380192259046
72,2010-03-31,0.28276274069017543
72,2010-06-30,2.080086926884389e-4
72,2010-09-30,1.0450428252150383e-5
72,2010-12-31,5.227006531203655e-6
72,2011-03-31,8.070044741577036e-5
72,2011-06-30,1.4851405899226285e-4
72,2011-09-30,4.1281340530940506e-4
73,2009-09-30,0.5339649886261252
73,2009-12-31,0.7764320104604386
73,2010-03-31,0.26923168722918456
73,2010-06-30,2.205359616766095e-4
73,2010-09-30,1.5892266438247607e-5
73,2010-12-31,6.758256289510185e-6
73,2011-03-31,6.536651197144871e-5
73,2011-06-30,1.244022513128921e-4
73,2011-09-30,3.8015395690888524e-4
74,2009-09-30,0.5193195664441209
74,2009-12-31,0.7592186812478414
74,2010-03-31,0.25633383758638656
74,2010-06-30,2.3605346094440904e-4
74,2010-09-30,2.4222634809201112e-5
74,2010-12-31,8.949446458944952e-6
74,2011-03-31,5.319768831324633e-5
74,2011-06-30,1.0472807045800765e-4
74,2011-09-30,3.5267814159008047e-4
75,2009-09-30,0.505003715038505
75,2009-12-31,0.7423115752230749
75,2010-03-31,0.24405315792464807
75,2010-06-30,2.5500153803902374e-4
75,2010-09-30,3.689882502506993e-5
75,2010-12-31,1.2107658420782374e-5
75,2011-03-31,4.3629625944635884e-5
75,2011-06-30,8.879550017300061e-5
75,2011-09-30,3.299926492511324e-4
76,2009-09-30,0.49102141237394215
76,2009-12-31,0.7257227496758356
76,2010-03-31,0.23237224390465816
76,2010-06-30,2.7791409017010677e-4
76,2010-09-30,5.604177359092402e-5
76,2010-12-31,1.668964792964695e-5
76,2011-03-31,3.6183979498567835e-5
76,2011-06-30,7.600404022769071e-5
76,2011-09-30,3.1177060586462584e-4
77,2009-09-30,0.477375613990351
77,2009-12-31,0.7094627803393667
77,2010-03-31,0.22127256138331167
77,2010-06-30,3.0543336301139555e-4
77,2010-09-30,8.469108522386612e-5
77,2010-12-31,2.337331959889483e-5
77,2011-03-31,3.0463539547161607e-5
77,2011-06-30,6.58443478258887e-5
77,2011-09-30,2.9775765026713555e-4
78,2009-09-30,0.5681660129940163
78,2009-12-31,0.7876656926383246
78,2010-03-31,0.2741950362681657
78,2010-06-30,2.283823420139594e-4
78,2010-09-30,1.3922758803913332e-5
78,2010-12-31,5.458035608528269e-6
78,2011-03-31,9.169164324153867e-5
78,2011-06-30,1.5948708150792474e-4
78,2011-09-30,4.553767973036816e-4
79,2009-09-30,0.5115501298130851
79,2009-12-31,0.7222535019501146
79,2010-03-31,0.22641217174802294
79,2010-06-30,3.0186949474694504e-4
79,2010-09-30,6.75573661377962e-5
79,2010-12-31,1.6876545823213476e-5
79,2011-03-31,4.239737592502928e-5
79,2011-06-30,8.256513016871681e-5
79,2011-09-30,3.4315651705847254e-4
80,2009-09-30,0.5774778600619346
