key,beta,sigma,t.statistic,p.value
1,0.22671883801177226,1.4418866825785217,1.800935766667188,0.1019902190560541
2,0.2271485331611848,1.407327309294737,1.8486579733892938,0.09434148453309532
3,0.22747107091851632,1.3778788133036557,1.8908492115152864,0.088024471783581415
4,0.22769015238535406,1.353279182570223,1.9270748942600828,0.08291678689620818
5,0.2278093879887796,1.333235783339616,1.957070194436186,0.07889852777013695
6,0.22783229928976942,1.3174302769679422,1.980748792605814,0.0758562332265772
7,0.2277623207613823,1.3055248165681372,1.9981978831475586,0.07368531111814036
8,0.22760280153714973,1.2971690273964407,2.0096608857704554,0.07229116284577852
9,0.22735700713010068,1.2920072287601616,2.015510880684567,0.07158930879019554
10,0.22702812112277954,1.2896853864730293,2.0162186284253725,0.07150483440599231
11,0.2266192468287217,1.2898573777476212,2.012319087394983,0.07197144301555813
12,0.2261334089257209,1.2921902791429718,2.004379752312568,0.07293034220736416
13,0.22557355506134752,1.296368525389418,1.9929731729378115,0.07432912491643184
14,0.22494255743105357,1.302096910338361,1.9786549548184682,0.07612074586865869
15,0.2242432143292938,1.30910249726951,1.961947607151045,0.07826264522479087
16,0.22347825167400592,1.3171355694357847,1.9433299050672663,0.08071603569748587
17,0.22265032450487984,1.3259697849119199,1.9232310036726958,0.08344534619567956
18,0.22176201845571078,1.335401708382031,1.902028347259139,0.08641780193268722
19,0.22081585120130165,1.3452498837337898,1.8800483986294316,0.0896031153043807
20,0.21981427387919286,1.3553535921394797,1.8575693053508588,0.09297326124533578
21,0.21875967248664308,1.3655714163083372,1.834824766830235,0.09650231321617009
22,0.22519660589971222,1.329428688042711,1.940164443763389,0.08114027210657482
23,0.22546568457536778,1.2996259512423531,1.9870272567497895,0.07506825573852449
24,0.2256340756612669,1.2748126677642166,2.027216184001869,0.07020424836625783
25,0.22570531007104905,1.2547043371370064,2.060355324425599,0.06641925249266623
26,0.22568283163742237,1.2389850163494582,2.086287782870818,0.0635933336708413
27,0.22556999885682338,1.227313806053074,2.105074471810397,0.061618008025887794
28,0.22537008660476326,1.2193325192613371,2.1169756466544807,0.060397093298489746
29,0.22472171517433187,1.2129695632164268,2.1219584926285693,0.05989280720621759
30,0.22427940267909766,1.2138576333682203,2.1162325202303736,0.06047264776177996
31,0.22376230731099847,1.216988796437574,2.1059211114125884,0.06153038051259718
32,0.22317331057539044,1.2220314278963738,2.0917107461607425,0.06301702505496576
33,0.221790770940484,1.2366334381867738,2.0542071281076204,0.06710652208860779
34,0.22100262750806277,1.2456442782829673,2.032100330409539,0.06963384572734344
35,0.22015338460709583,1.255470949611257,2.008447322256716,0.07243757170152232
36,0.21924556909548165,1.2659012675971335,1.9836851275824723,0.0754867450374368
37,0.21828164126071295,1.276746611426952,1.9581873631261737,0.07875245268013398
38,0.21726399621447853,1.2878405363095962,1.9322682568710978,0.08220763456816016
39,0.2161949652629392,1.2990371683353976,1.9061880623189646,0.08582696819258162
40,0.2234550544514875,1.2297311339304717,2.0812380681836062,0.06413448634930441
41,0.22359933263389514,1.1840449375715214,2.1629379695679143,0.05589562837567141
42,0.223533046502388,1.1681607961097096,2.191698734713588,0.05324451254606366
43,0.2231400457016648,1.1486177126780435,2.225070394912338,0.05032000999237085
44,0.22194631035070983,1.1442724688330574,2.2215711536550296,0.0506192366384689
45,0.22139921322044775,1.147982093736627,2.2089338280186794,0.051714243563838136
46,0.2207822797959662,1.1536778064153128,2.191903460736551,0.05322608198446377
47,0.2185395514571485,1.1795518043627862,2.122045907246565,0.059883996480008084
48,0.2167436665071888,1.2014477815914426,2.0662518850686937,0.06576639454409516
49,0.21576291374468623,1.2131247298595458,2.037103473133014,0.0690540958395095
50,0.21364749017196286,1.237072421357312,1.9780825743501929,0.07619320502982874
51,0.22151196188359693,1.1425376766244162,2.2205901039608524,0.05070343588572124
52,0.22149207992194506,1.1215631668436783,2.2619146323759414,0.04727139851927009
53,0.22138353057503968,1.105261475116222,2.2941511264654375,0.04475145602388686
54,0.22118952493398894,1.0932977941373156,2.3172230019193014,0.04302855437203812
55,0.22091319381057808,1.0853086031708514,2.3313643740654504,0.04200464390030523
56,0.22055758936050066,1.0809115085410876,2.3370801806573036,0.04159756273160664
57,0.22012568667912233,1.079715540957294,2.335087280385211,0.04173905883397788
58,0.21962038537022055,1.0813310064230601,2.3262465384260205,0.04237243107471189
59,0.2190445110880109,1.085378177353308,2.3114954154036993,0.04345014288655913
60,0.21840081705287898,1.0914943698361474,2.291788341341578,0.04493163831844027
61,0.2176919855411829,1.099339216890076,2.268049174882304,0.046781486538362005
62,0.21692062934948483,1.108598168397164,2.2411372079845022,0.048967902811750674
63,0.21608929323357612,1.1189844025558988,2.2118260207377043,0.05146164050732782
64,0.2152004553226467,1.130239418948409,2.1807931924574158,0.054235215836823
65,0.21425652850898222,1.142132611098264,2.1486183419416176,0.057262410133365194
66,0.21325986181350887,1.1544601037869473,2.115786985125874,0.06051798908182515
67,0.2122127417275352,1.1670431042421394,2.0826980308677103,0.06397758061329173
68,0.21111739353106027,1.1797259700870921,2.049673198699184,0.0676176600652395
69,0.21938415988840645,1.067532968193027,2.3537791852091,0.04043017986208253
70,0.21923485495260048,1.0505675245884984,2.3901622154861335,0.037996504804034714
71,0.21900245855901862,1.0380689373408254,2.416376155908171,0.036332562876462915
72,0.2186900316602043,1.0296781854850356,2.4325917098605148,0.035339295023970596
73,0.21830055814587956,1.02501161750021,2.4393145443676993,0.0349353627347857
74,0.2178369464084137,1.023672144339699,2.4373191557031197,0.03505477689209546
75,0.2173020308817075,1.0252602678407892,2.4275680038427705,0.03564413076262274
76,0.21669857355390906,1.029384034441641,2.411128581896784,0.03665983007323048
77,0.21602926545424503,1.0356672956791053,2.389098598499829,0.03806557216903472
78,0.2152967281144591,1.0437559760097253,2.3625456109887044,0.03983021086223504
79,0.2145035150050739,1.0533223276274604,2.332463573115649,0.04192605817815642
80,0.2136521129469447,1.0640673538552476,2.299745724190508,0.0443276160917252
81,0.21274494349840245,1.0757216992941667,2.26517137213467,0.0470106953987911
82,0.21178436431836,1.0880453480818175,2.2294033230509736,0.049951859824074574
83,0.21077267050570084,1.1008264622036639,2.192992690810571,0.05312812672512868
84,0.20971209591530746,1.1138796512919087,2.1563882534017265,0.05651685746474522
85,0.20860481445107992,1.1270439111980273,2.1199481411254704,0.06009577754576567
86,0.21708757538348133,1.004301765942806,2.4757824989903203,0.03282213546786106
87,0.2168182050480868,0.9910178471679957,2.5058554543013205,0.031174702386861486
88,0.21647104595008923,0.9819597168100324,2.524921558566923,0.03017283183914521
89,0.21604901509678517,0.9767480748121538,2.5334449617038572,0.029735316504416964
90,0.21555495553172746,0.9749848022379348,2.532222785564762,0.029797664293345294
91,0.21499163784431666,0.9762649537598549,2.5222934724802215,0.030309014777545107
92,0.2143617616536854,0.9801878852326338,2.5048385230380754,0.031229053405224305
93,0.2136679570672003,0.9863667079437549,2.481091261165986,0.03252519739510329
94,0.21291278611396108,0.9944356269226254,2.4522616976022524,0.0341702021578143
95,0.21209874415366162,1.0040550600220808,2.4194815504183804,0.03614024603025201
96,0.2112282612611333,1.0149146916322922,2.3837693517511567,0.038413489496868514
97,0.21030370358695244,1.0267347716998902,2.3460129096955997,0.04096906644447895
98,0.20932737469440937,1.039266036879204,2.306965175791204,0.04378644353883765
99,0.20830151687322843,1.052288629797004,2.2672494313217575,0.04684507492466161
100,0.20722831243034634,1.06561035074245,2.2273702098851738,0.050124279520393444
101,0.20610988495806729,1.0790645155654712,2.1877271501917392,0.053603274247418065
102,0.21463727063919508,0.9522903198344743,2.5815320090239684,0.027382191606059036
103,0.21425670957393966,0.9423115336509178,2.604243992930716,0.02633600776559164
104,0.21380340079728585,0.9362845034206354,2.615462637475933,0.025834007208928034
105,0.213280123333469,0.9338161690382047,2.6159578412085955,0.02581206914163303
106,0.21268958522855602,0.9345016836651734,2.606801024668363,0.02622074100519578
107,0.21203442500602104,0.9379364795051174,2.589254241683017,0.027021927734009688
108,0.21131721309739768,0.9437268135091947,2.564663120765995,0.02818584715581729
109,0.2105404532483791,0.9514981799494527,2.5343660285682224,0.02968841478798856
110,0.20970658390073738,0.9609013683277344,2.4996258123324084,0.03150912571789677
111,0.20881797955034165,0.9716162597200527,2.4615851442120684,0.0336294371057525
112,0.20787695208169665,0.9833536592468568,2.4212428385011067,0.036031614138270496
113,0.20688575207926918,0.9958555602877901,2.379446677048095,0.03869797846584666
114,0.20584657011598018,1.0088942513588401,2.336897879337724,0.041610486678037906
115,0.2047615380191717,1.0222706392137768,2.294162847366238,0.04475056395882426
116,0.20363273011437633,1.035812098245484,2.2516887165741326,0.048099122150722096
117,0.21204748184127437,0.910779453883131,2.6666231273773207,0.023662921699918127
118,0.21101284672453766,0.9002406480944797,2.684676893051073,0.022941063692489827
119,0.21039624021125383,0.9000497314157306,2.67739972799507,0.02322934675700794
120,0.20971690199922755,0.9027090303001379,2.6608928924524413,0.0238967480667871
121,0.20897734406734111,0.9078229454880463,2.63657297826158,0.024915072607923583
122,0.20642150005414037,0.9342227311324216,2.530732523636209,0.029873863272202428
123,0.20546489682773747,0.9456190426538449,2.4886462727801524,0.03210718230630982
124,0.20445968073876006,0.9578446094591001,2.444862086057223,0.034605467845458815
125,0.20340799171547108,0.9706643556754273,2.400162670374938,0.03735308776984636
126,0.20117346813913078,0.9972901281101479,2.310419970474272,0.04352974990032954
127,0.2093316561432496,0.8788787424523177,2.7280209175902854,0.021296645554398808
128,0.2087535104444543,0.8742133889691744,2.735004723183867,0.021042960519542797
129,0.2081119583691066,0.8728822508661837,2.7307574064779083,0.021196879993117923
130,0.20740951997647414,0.8744910356152154,2.716533539307627,0.021720606352431004
131,0.2066486499934774,0.878648133462422,2.6937626597206594,0.02258614887831456
132,0.20583173916746836,0.884974734462146,2.663932513577469,0.023772428268932444
133,0.204961115595657,0.8931126817373266,2.628493860602094,0.025262846457073995
134,0.20403904603154893,0.9027299262330587,2.588792199468419,0.027043350218976525
135,0.20306773716870405,0.9135237486105335,2.546025999209187,0.02910097282440105
136,0.20204933690214988,0.9252220951249349,2.501227418667788,0.03142281041714656
137,0.20098593556777172,0.9375834481021277,2.455259967796957,0.03399537350828774
138,0.19987956715999286,0.9503956472123114,2.4088275444528424,0.03680424592337639
139,0.19873221052805154,0.9634740270561761,2.362490106961198,0.039833982017563385
140,0.20650248726198472,0.8555470993978074,2.7645414801586767,0.020003135004912576
141,0.2058370838708088,0.8528435147861652,2.7643690126156764,0.02000905439319456
142,0.2051125954196454,0.8531526347073852,2.7536411346034,0.020380732637002685
143,0.20433142056203393,0.8560930416369471,2.733731985091644,0.021088965611618216
144,0.20349589528666423,0.8612918504630261,2.7061200711828532,0.022112233631823908
145,0.20260829422129664,0.8683931995351865,2.6722836424432557,0.023434183711660617
146,0.2016708319140792,0.8770644612782924,2.6336212816465507,0.025041574777833864
147,0.20068566409260633,0.8870002211351837,2.591399488473202,0.02692268455840907
148,0.1996548889010422,0.8979242945984709,2.546724544099365,0.029066147276859633
149,0.19858054811561707,0.9095901636165221,2.5005336124614717,0.031460172974798084
150,0.19746462833882084,0.9217802381295682,2.453599451559342,0.03409208886363391
151,0.19630906217256525,0.9343043162381501,2.4065436315464668,0.03694813885496295
152,0.2035719496677458,0.8396378239014098,2.7769476234142125,0.01958191669208209
153,0.20282643413187587,0.8384364918059323,2.770742269432877,0.019791477499959353
154,0.2020259353035754,0.8399335645710007,2.754887931499378,0.020337182540329124
155,0.20117273554468196,0.8437677462427322,2.7307877644816054,0.021195775847456688
156,0.20026905712075035,0.8495905668359186,2.699889054992112,0.022349940446367067
157,0.19931706345772213,0.8570731633465398,2.6635958542293143,0.02378616569807135
158,0.19831886037672963,0.8659109467510907,2.623206833627931,0.025493045761630362
159,0.19727649730735325,0.8758263186881752,2.5798776107235954,0.027459992358211283
160,0.1961919684796744,0.8865697483857337,2.534603693345605,0.029676324534303355
161,0.19506721409537384,0.8979195779549779,2.4882189168902857,0.03213068560136856
162,0.19390412147823402,0.9096809173190992,2.4414042857906657,0.03481073084541619
163,0.2005513314186547,0.8299589035092425,2.7676470700388767,0.01989684620294485
164,0.1997324637662675,0.829829521787756,2.75677629039111,0.020271400768614
165,0.19886250457185228,0.8321011618482859,2.7372755821230297,0.020961126607697778
166,0.19794362482546812,0.8364377018215793,2.7105015861988466,0.021946600335129407
167,0.196977937893871,0.8425185295219231,2.677810698994548,0.02321297020704749
168,0.1959675007315109,0.8500437357165467,2.640490014956398,0.024748181466444308
169,0.19491431507036253,0.8587374663501657,2.5997109989834586,0.026541587722589632
170,0.19382032858893564,0.8683496496804474,2.556503778645699,0.028582924136737353
171,0.19268743606072083,0.8786564030911068,2.511748008536852,0.030861603474102273
172,0.19151748048241574,0.8894594462522402,2.466175703526411,0.03336628743115877
173,0.1974512656877962,0.8253357238978155,2.740129102477315,0.020858747911822295
174,0.1965654376808096,0.8258931668506418,2.725994854132797,0.02137081387651718
175,0.19563220902765535,0.8285778678699841,2.7042620719287727,0.022182848394598054
176,0.19465364407913396,0.8330816610480676,2.676188567471302,0.023277676783321155
177,0.19363175194339668,0.8391131628595457,2.643003802832592,0.024641665440057303
178,0.19256848765279502,0.8464016161515897,2.605856418407085,0.026263263719771057
179,0.191465753310241,0.8546992030894368,2.56578081003808,0.02813188230702257
180,0.19032539921543246,0.8637820502576518,2.5236802053284366,0.030237081039717895
181,0.18914922497118916,0.8734501979983429,2.4803225711281263,0.03256802837338357
182,0.19428176102956907,0.8246646381811747,2.69833835106336,0.02240949452620411
183,0.19333501273606782,0.8255783305609031,2.682217384302639,0.023038094222021743
184,0.19234436264403681,0.8283727225130952,2.6594719834348393,0.02395508532454571
185,0.19131177301665428,0.8327684265335964,2.63123230445759,0.02514442876779166
186,0.19023915316592874,0.8385030227514283,2.598585545528205,0.026592876015112954
187,0.18912836057686994,0.8453338278627087,2.562537067808572,0.02828878198100515
188,0.18798120201185184,0.8530394320834992,2.523986700111957,0.030221205097174964
189,0.18679943459548076,0.8614202085182451,2.4837177919371767,0.03237926741944963
190,0.19105223043057126,0.8269505979493141,2.646148991613708,0.024509038832402408
191,0.19005026614057816,0.8279474863905983,2.6291020088483448,0.025236500584205568
192,0.1890077153140908,0.8306066844157456,2.606308722828389,0.026242894077704748
193,0.18792644250370177,0.8346769395150598,2.5787617774376415,0.027512590151309024
194,0.18680826151620403,0.8399234050328815,2.5474058531619623,0.029032220794410257
195,0.1856549364955023,0.8461295915862341,2.5131092257481566,0.03078971874984393
196,0.18446818298639303,0.8530983491790408,2.4766470280142614,0.032773597688744216
197,0.18777151918862078,0.8313274291205538,2.5870174424614065,0.02712579345916899
198,0.18671972269671436,0.8321899540013217,2.569860042531984,0.027935795177649547
199,0.18563047947579936,0.8345236584885125,2.5477240104790306,0.02901639126914768
200,0.1845055605764407,0.8381038234138444,2.5214675554089734,0.03035193783474277
201,0.18334668842559945,0.8427211200558989,2.491901886471451,0.03192868943274618
202,0.18215553786970434,0.8481829601390519,2.459770466049594,0.03373402474759324
203,0.1844479316622552,0.8370632168239993,2.5238136119386576,0.030230169775519955
204,0.18335138093968864,0.8376240910367199,2.507129531558728,0.03110673980872325
205,0.18222035565232628,0.8394902313569514,2.4861251670372964,0.03224608116184502
206,0.18105653739466696,0.842461318645501,2.4615348445107954,0.03363233178400449
207,0.17986156117951838,0.8463511777871223,2.434050041922926,0.0352512850430321
208,0.1810892569316088,0.8435550047704683,2.4587876730366487,0.03379080095443965
209,0.1799527382099013,0.8436904306720718,2.4429640890085973,0.03471798949267091
210,0.17878455694720843,0.8449878324386682,2.423378743476382,0.03590030692791424
211,0.1775863091710609,0.8472689401096761,2.400656052625296,0.037321622102621355
212,0.1777027934102183,0.8503170710474633,2.3936194410818965,0.03777285229721161
213,0.17653081469743323,0.8499395942637352,2.3788891808278083,0.038734818873117915
214,0.17532983253256834,0.8506006855157815,2.360868711275079,0.039944299948625805
215,0.17429537244603613,0.8569662126030321,2.3295063796552933,0.04213780526921429
216,0.17309217649630762,0.856017956440442,2.3159880324625637,0.043119118250686594
217,0.17087338094865193,0.8632064033569086,2.267260940030516,0.04684415926209562
218,0.20276390248224233,1.4240259256654086,1.630851780266164,0.13408283887492767
219,0.20362882562480625,1.3885965199849557,1.6795963839093853,0.12406230545424235
220,0.20437920676560387,1.358350881315446,1.723322218186754,0.11565253954022758
221,0.20501886345333445,1.333034945886524,1.7615461833746453,0.10872808840079273
222,0.2055515208665064,1.3123618974686824,1.793943779529376,0.10315759251204892
223,0.20598081364445442,1.2960168415289512,1.8203624610560851,0.09881016781260799
224,0.20631028768785536,1.2836629458819102,1.8408212813158615,0.0955600704021986
225,0.20668353007344306,1.2695146429813986,1.8647040018655956,0.09189108309371607
226,0.20673396230988994,1.267002234159962,1.8688575297383838,0.0912664700936171
227,0.20669790699457916,1.2670590091277953,1.8684478667078623,0.09132790035488514
228,0.2065784923047491,1.2693450695219592,1.86400533011266,0.09199653871059965
229,0.20610170634626584,1.2793336274418068,1.8451833144888552,0.09488000230728344
230,0.2057502050364413,1.286453350958529,1.8318418684356261,0.09697420772506882
231,0.20532708738563313,1.2946401281975508,1.816514753008541,0.09943268011973794
232,0.2048351045237772,1.3036613329968343,1.7996222345931543,0.10220859550425343
233,0.20427693675263542,1.3133078407954506,1.7815357695129135,0.10525942612852857
234,0.20365519501193854,1.3233931265151966,1.7625780814248637,0.10854650479066663
235,0.20297242232018767,1.333752015617973,1.7430253076676028,0.11203467300710779
