region_key,region_division,region_city,region_msa
4624,CHOCO,TADO,PROFUNDO
4625,CHOCO,TADO,BETANIA
4626,CHOCO,TADO,CORCOBADO
4627,CHOCO,TADO,MANUNGARA
4628,CHOCO,TADO,ANGOSTURA
4629,CHOCO,TADO,BOCHOROMA
4630,CHOCO,TADO,BURUBATA
4631,CHOCO,TADO,CHACUANTE
4632,CHOCO,TADO,GINGARABA
4633,CHOCO,TADO,LA PLAYITA
4634,CHOCO,TADO,LA UNION
4635,CHOCO,TADO,CAÑAVERAL
4636,CHOCO,TADO,FARALLONES
4637,CHOCO,TADO,MESETAS
4638,CHOCO,TADO,PEÑAS DEL OLVIDO
4639,CHOCO,TADO,SILENCIO
4640,CHOCO,UNGUIA,UNGUIA
4641,CHOCO,UNGUIA,BALBOA
4642,CHOCO,UNGUIA,GILGAL
4643,CHOCO,UNGUIA,SANTA MARIA DEL DARIEN
4644,CHOCO,UNGUIA,TANELA
4645,CHOCO,UNGUIA,TITUMATE
4646,CHOCO,UNGUIA,BETECITO
4647,CHOCO,UNGUIA,MARRIAGA
4648,CHOCO,UNGUIA,TUMARADO
4649,CHOCO,UNGUIA,CUQUE PENIEL
4650,CHOCO,UNGUIA,EL PUERTO
4651,CHOCO,UNGUIA,EL ROTO
4652,CHOCO,UNGUIA,QUEBRADA BONITA
4653,CHOCO,UNGUIA,TICOLE ISLA
4654,CHOCO,UNION PANAMERICANA,ANIMAS
4655,CHOCO,UNION PANAMERICANA,EL PLAN DE RASPADURA
4656,CHOCO,UNION PANAMERICANA,LA YE
4657,CHOCO,UNION PANAMERICANA,SAN RAFAEL DEL DOS
4658,CHOCO,UNION PANAMERICANA,SAN PABLO ADENTRO
4659,HUILA,NEIVA,NEIVA
4660,HUILA,NEIVA,CAGUAN
4661,HUILA,NEIVA,CHAPINERO
4662,HUILA,NEIVA,FORTALECILLAS
4663,HUILA,NEIVA,GUACIRCO
4664,HUILA,NEIVA,ORGANOS
4665,HUILA,NEIVA,PALACIOS
4666,HUILA,NEIVA,PEÑAS BLANCAS
4667,HUILA,NEIVA,SAN ANTONIO
4668,HUILA,NEIVA,SAN LUIS
4669,HUILA,NEIVA,VEGALARGA
4670,HUILA,NEIVA,EL TRIUNFO
4671,HUILA,NEIVA,SAN FRANCISCO
4672,HUILA,NEIVA,EL COLEGIO
4673,HUILA,NEIVA,SAN ANTONIO DE ANACONIA
4674,HUILA,NEIVA,AIPECITO
4675,HUILA,NEIVA,EL VENADO
4676,HUILA,NEIVA,PIEDRA MARCADA
4677,HUILA,NEIVA,CEDRALITO
4678,HUILA,NEIVA,LA MATA
4679,HUILA,NEIVA,PRADERA
4680,HUILA,ACEVEDO,ACEVEDO
4681,HUILA,ACEVEDO,SAN ADOLFO
4682,HUILA,ACEVEDO,PUEBLO VIEJO
4683,HUILA,ACEVEDO,LA TIJIÑA
4684,HUILA,ACEVEDO,SAN MARCOS
4685,HUILA,ACEVEDO,DELICIAS
4686,HUILA,ACEVEDO,EL CARMEN
4687,HUILA,ACEVEDO,LA VICTORIA
4688,HUILA,ACEVEDO,SAN JOSE DE RIECITO
4689,HUILA,ACEVEDO,SALADO
4690,HUILA,AGRADO,AGRADO
4691,HUILA,AGRADO,LA CAÑADA
4692,HUILA,AGRADO,ESCALERETA
4693,HUILA,AGRADO,SAN JOSE DE BELEN
4694,HUILA,AIPE,AIPE
4695,HUILA,AIPE,PRAGA
4696,HUILA,AIPE,SANTA RITA
4697,HUILA,AIPE,EL PATA
4698,HUILA,AIPE,CRUCE DE GUACIRCO
4699,HUILA,AIPE,SAN MIGUEL
4700,HUILA,AIPE,MESITAS
4701,HUILA,AIPE,VENTANAS
4702,HUILA,ALGECIRAS,ALGECIRAS
4703,HUILA,ALGECIRAS,EL PARAISO VIEJO
4704,HUILA,ALGECIRAS,LA ARCADIA
4705,HUILA,ALGECIRAS,EL TORO
4706,HUILA,ALGECIRAS,EL PUENTE
4707,HUILA,ALGECIRAS,EL PARAISO NUEVO
4708,HUILA,ALTAMIRA,ALTAMIRA
4709,HUILA,ALTAMIRA,PAJIJI
4710,HUILA,ALTAMIRA,GRIFO
4711,HUILA,ALTAMIRA,LLANO DE LA VIRGEN
4712,HUILA,ALTAMIRA,PUENTE
4713,HUILA,BARAYA,BARAYA
4714,HUILA,BARAYA,LA UNION
4715,HUILA,BARAYA,TURQUESTAN
4716,HUILA,CAMPOALEGRE,CAMPOALEGRE
4717,HUILA,CAMPOALEGRE,LA VEGA
4718,HUILA,CAMPOALEGRE,OTAS
4719,HUILA,CAMPOALEGRE,BAJO PIRAVANTE
4720,HUILA,CAMPOALEGRE,RIO NEIVA
4721,HUILA,COLOMBIA,COLOMBIA
4722,HUILA,COLOMBIA,MONGUI
4723,HUILA,COLOMBIA,SANTANA
4724,HUILA,COLOMBIA,POTRERO GRANDE
4725,HUILA,COLOMBIA,LAS LAJAS
4726,HUILA,COLOMBIA,SAN MARCOS
4727,HUILA,COLOMBIA,LOS RIOS
4728,HUILA,COLOMBIA,SAN ANTONIO BAJO
4729,HUILA,ELIAS,ELIAS
4730,HUILA,ELIAS,EL VISO
4731,HUILA,ELIAS,ORITOGUAZ
4732,HUILA,ELIAS,POTRERILLOS
4733,HUILA,GARZON,GARZON
4734,HUILA,GARZON,EL RECREO
4735,HUILA,GARZON,LA JAGUA
4736,HUILA,GARZON,SAN ANTONIO DEL PESCADO
4737,HUILA,GARZON,ZULUAGA
4738,HUILA,GARZON,EL PARAISO
4739,HUILA,GARZON,SARTENJO
4740,HUILA,GARZON,PROVIDENCIA
4741,HUILA,GARZON,EL MESON
4742,HUILA,GARZON,PLAZUELA
4743,HUILA,GARZON,CAGUANCITO
4744,HUILA,GARZON,EL DESCANSO
4745,HUILA,GARZON,MAJO
4746,HUILA,GARZON,SAN GERARDO
4747,HUILA,GARZON,SANTA MARTA
4748,HUILA,GARZON,BAJO SARTENEJO
4749,HUILA,GARZON,JAGUALITO
4750,HUILA,GARZON,LA CABAÑA
4751,HUILA,GIGANTE,GIGANTE
4752,HUILA,GIGANTE,LA CHIQUITA
4753,HUILA,GIGANTE,LA GRAN VIA
4754,HUILA,GIGANTE,POTRERILLOS
4755,HUILA,GIGANTE,RIOLORO
4756,HUILA,GIGANTE,VERACRUZ
4757,HUILA,GIGANTE,EL MESON
4758,HUILA,GIGANTE,PUEBLO NUEVO
4759,HUILA,GIGANTE,VUELTAS ARRIBA
4760,HUILA,GIGANTE,SILVANIA
4761,HUILA,GIGANTE,TRES ESQUINAS
4762,HUILA,GIGANTE,EL JARDIN
4763,HUILA,GIGANTE,LA GRAN VIA EL PORVENIR
4764,HUILA,GIGANTE,EL RECREO
4765,HUILA,GIGANTE,LA BODEGA
4766,HUILA,GUADALUPE,GUADALUPE
4767,HUILA,GUADALUPE,RESINA
4768,HUILA,GUADALUPE,MIRAFLORES
4769,HUILA,GUADALUPE,LOS CAUCHOS
4770,HUILA,GUADALUPE,POTRERILLOS
4771,HUILA,HOBO,HOBO
4772,HUILA,IQUIRA,IQUIRA
4773,HUILA,IQUIRA,CHAPARRO
4774,HUILA,IQUIRA,RIO NEGRO
4775,HUILA,IQUIRA,VALENCIA LA PAZ
4776,HUILA,IQUIRA,SAN LUIS
4777,HUILA,ISNOS,SAN JOSE DE ISNOS
4778,HUILA,ISNOS,EL SALTO DE BORDONES
4779,HUILA,ISNOS,SAN VICENTE
4780,HUILA,ISNOS,LOS ARRAYANES
4781,HUILA,LA ARGENTINA,LA ARGENTINA
4782,HUILA,LA ARGENTINA,BUENOS AIRES
4783,HUILA,LA ARGENTINA,EL PENSIL
4784,HUILA,LA PLATA,LA PLATA
4785,HUILA,LA PLATA,BELEN
4786,HUILA,LA PLATA,MONSERRATE
4787,HUILA,LA PLATA,MOSCOPAN
4788,HUILA,LA PLATA,SAN ANDRES
4789,HUILA,LA PLATA,VILLA LOSADA
4790,HUILA,LA PLATA,SAN VICENTE
4791,HUILA,LA PLATA,GALLEGO
4792,HUILA,LA PLATA,EL SALADO
4793,HUILA,LA PLATA,FATIMA
4794,HUILA,LA PLATA,SEGOVIANAS
4795,HUILA,NATAGA,NATAGA
4796,HUILA,NATAGA,PATIO BONITO
4797,HUILA,NATAGA,LLANO BUCO
4798,HUILA,NATAGA,YARUMAL
4799,HUILA,OPORAPA,OPORAPA
4800,HUILA,OPORAPA,SAN ROQUE
4801,HUILA,OPORAPA,EL CARMEN
4802,HUILA,PAICOL,PAICOL
4803,HUILA,PAICOL,LA REFORMA
4804,HUILA,PAICOL,LAS LAJITAS
4805,HUILA,PAICOL,LAS ORQUIDEAS
4806,HUILA,PALERMO,PALERMO
4807,HUILA,PALERMO,BETANIA
4808,HUILA,PALERMO,OSPINA PEREZ
4809,HUILA,PALERMO,SAN JUAN
4810,HUILA,PALERMO,EL JUNCAL
4811,HUILA,PALERMO,AMBORCO
4812,HUILA,PALESTINA,PALESTINA
4813,HUILA,PALESTINA,ALTO DE LA CRUZ
4814,HUILA,PITAL,PITAL
4815,HUILA,PITAL,EL SOCORRO
4816,HUILA,PITAL,MINAS
4817,HUILA,PITALITO,PITALITO
4818,HUILA,PITALITO,BRUSELAS
4819,HUILA,PITALITO,GUACACALLO
4820,HUILA,PITALITO,LA LAGUNA
4821,HUILA,PITALITO,PRADOS DEL NORTE
4822,HUILA,PITALITO,CHILLURCO (VILLAS DEL NORTE)
4823,HUILA,PITALITO,VERSALLES
4824,HUILA,PITALITO,CRIOLLO
4825,HUILA,PITALITO,CHARGUAYACO
4826,HUILA,PITALITO,PALMARITO
4827,HUILA,PITALITO,DIVINO NIÑO
4828,HUILA,PITALITO,LA ESPERANZA
4829,HUILA,PITALITO,RIBERAS DEL GUARAPAS
4830,HUILA,RIVERA,RIVERA
4831,HUILA,RIVERA,LA ULLOA
4832,HUILA,RIVERA,RIVERITA
4833,HUILA,RIVERA,LA PRIMAVERA
4834,HUILA,RIVERA,RIO FRIO
4835,HUILA,RIVERA,EL GUADUAL
4836,HUILA,SALADOBLANCO,SALADOBLANCO
4837,HUILA,SALADOBLANCO,LA CABAÑA
4838,HUILA,SALADOBLANCO,MORELIA
4839,HUILA,SAN AGUSTIN,SAN AGUSTIN
4840,HUILA,SAN AGUSTIN,OBANDO
4841,HUILA,SAN AGUSTIN,VILLA FATIMA
4842,HUILA,SAN AGUSTIN,PUERTO QUINCHANA
4843,HUILA,SAN AGUSTIN,EL PALMAR
4844,HUILA,SAN AGUSTIN,PRADERA
4845,HUILA,SAN AGUSTIN,EL ROSARIO
4846,HUILA,SANTA MARIA,SANTA MARIA
4847,HUILA,SANTA MARIA,SAN JOAQUIN
4848,HUILA,SANTA MARIA,EL SOCORRO
4849,HUILA,SANTA MARIA,LA MARIA
4850,HUILA,SUAZA,SUAZA
4851,HUILA,SUAZA,GALLARDO
4852,HUILA,SUAZA,GUAYABAL
4853,HUILA,SUAZA,SAN CALIXTO
4854,HUILA,SUAZA,HATO VIEJO
4855,HUILA,SUAZA,MANTAGUA
4856,HUILA,SUAZA,PICUNA
4857,HUILA,SUAZA,EL SALADO
4858,HUILA,SUAZA,AVISPERO
4859,HUILA,SUAZA,SAFIA
4860,HUILA,TARQUI,TARQUI
4861,HUILA,TARQUI,EL VERGEL
4862,HUILA,TARQUI,MAITO
4863,HUILA,TARQUI,QUITURO
4864,HUILA,TARQUI,LA ESMERALDA
4865,HUILA,TARQUI,LA PAMPA
4866,HUILA,TARQUI,RICABRISA
4867,HUILA,TARQUI,BUENOS AIRES
4868,HUILA,TARQUI,LAGUNILLA
4869,HUILA,TARQUI,BETANIA
4870,HUILA,TARQUI,DELICIAS
4871,HUILA,TARQUI,LA MIRADA
4872,HUILA,TARQUI,PRADERA
4873,HUILA,TARQUI,QUEBRADITAS
4874,HUILA,TESALIA,TESALIA
4875,HUILA,TESALIA,PACARNI
4876,HUILA,TELLO,TELLO
4877,HUILA,TELLO,ANACLETO GARCIA
4878,HUILA,TELLO,SIERRA DEL GRAMAL
4879,HUILA,TELLO,SAN ANDRES TELLO
4880,HUILA,TELLO,SIERRA DE LA CAÑADA
4881,HUILA,TELLO,EL CEDRAL
4882,HUILA,TERUEL,TERUEL
4883,HUILA,TERUEL,SAN PEDRO
4884,HUILA,TIMANA,TIMANA
4885,HUILA,TIMANA,NARANJAL
4886,HUILA,TIMANA,MATEO RICO
4887,HUILA,TIMANA,SAN ANTONIO
4888,HUILA,TIMANA,MONTAÑITA
4889,HUILA,TIMANA,QUINCHE
4890,HUILA,TIMANA,COSANZA
4891,HUILA,TIMANA,SAN ISIDRO
4892,HUILA,TIMANA,AGUAS CLARAS
4893,HUILA,TIMANA,ALTO NARANJAL
4894,HUILA,TIMANA,CASCAJAL
4895,HUILA,TIMANA,PANTANOS
4896,HUILA,TIMANA,SANTA BARBARA
4897,HUILA,VILLAVIEJA,VILLAVIEJA
4898,HUILA,VILLAVIEJA,POTOSI
4899,HUILA,VILLAVIEJA,SAN ALFONSO
4900,HUILA,VILLAVIEJA,HATO NUEVO
4901,HUILA,VILLAVIEJA,POLONIA
4902,HUILA,VILLAVIEJA,LA VICTORIA
4903,HUILA,VILLAVIEJA,GOLONDRINAS
4904,HUILA,VILLAVIEJA,DOCHE
4905,HUILA,YAGUARA,YAGUARA
4906,LA GUAJIRA,RIOHACHA,RIOHACHA
4907,LA GUAJIRA,RIOHACHA,ARROYO ARENA
4908,LA GUAJIRA,RIOHACHA,BARBACOA
4909,LA GUAJIRA,RIOHACHA,CAMARONES
4910,LA GUAJIRA,RIOHACHA,CASCAJALITO
4911,LA GUAJIRA,RIOHACHA,COTOPRIX
4912,LA GUAJIRA,RIOHACHA,GALAN
4913,LA GUAJIRA,RIOHACHA,MATITAS
4914,LA GUAJIRA,RIOHACHA,MONGUI
4915,LA GUAJIRA,RIOHACHA,TOMARRAZON
4916,LA GUAJIRA,RIOHACHA,VILLA MARTIN
4917,LA GUAJIRA,RIOHACHA,LAS PALMAS
4918,LA GUAJIRA,RIOHACHA,CHOLES
4919,LA GUAJIRA,RIOHACHA,COMEJENES
4920,LA GUAJIRA,RIOHACHA,EL ABRA
4921,LA GUAJIRA,RIOHACHA,LOS MORENEROS
4922,LA GUAJIRA,RIOHACHA,PELECHUA
4923,LA GUAJIRA,RIOHACHA,PERICO
4924,LA GUAJIRA,RIOHACHA,TIGRERA
4925,LA GUAJIRA,RIOHACHA,ANAIME
4926,LA GUAJIRA,RIOHACHA,BOCA DE CAMARONES
4927,LA GUAJIRA,RIOHACHA,CERRILLO
4928,LA GUAJIRA,RIOHACHA,EBANAL
4929,LA GUAJIRA,RIOHACHA,GUADUALITO
4930,LA GUAJIRA,RIOHACHA,JUAN Y MEDIO
4931,LA GUAJIRA,RIOHACHA,LA ARENA
4932,LA GUAJIRA,RIOHACHA,PUENTE BOMBA
4933,LA GUAJIRA,ALBANIA,ALBANIA
4934,LA GUAJIRA,ALBANIA,CUESTECITAS
4935,LA GUAJIRA,ALBANIA,HUAREUAREN
4936,LA GUAJIRA,ALBANIA,LOS REMEDIOS
4937,LA GUAJIRA,BARRANCAS,BARRANCAS
4938,LA GUAJIRA,BARRANCAS,CARRETALITO
4939,LA GUAJIRA,BARRANCAS,LAGUNITA
4940,LA GUAJIRA,BARRANCAS,OREGANAL VIEJO
4941,LA GUAJIRA,BARRANCAS,PAPAYAL
4942,LA GUAJIRA,BARRANCAS,ROCHE
4943,LA GUAJIRA,BARRANCAS,SAN PEDRO
4944,LA GUAJIRA,BARRANCAS,GUAYACANAL
4945,LA GUAJIRA,BARRANCAS,GUACAMAYAL
4946,LA GUAJIRA,BARRANCAS,POZO HONDO
4947,LA GUAJIRA,BARRANCAS,PATILLA
4948,LA GUAJIRA,BARRANCAS,CHANCLETA
4949,LA GUAJIRA,BARRANCAS,LAS CASITAS
4950,LA GUAJIRA,DIBULLA,DIBULLA
4951,LA GUAJIRA,DIBULLA,LA PUNTA DE LOS REMEDIOS
4952,LA GUAJIRA,DIBULLA,LAS FLORES
4953,LA GUAJIRA,DIBULLA,MINGUEO
4954,LA GUAJIRA,DIBULLA,PALOMINO
4955,LA GUAJIRA,DIBULLA,CAMPANA NUEVO
4956,LA GUAJIRA,DIBULLA,RIO ANCHO
4957,LA GUAJIRA,DISTRACCION,DISTRACCION
4958,LA GUAJIRA,DISTRACCION,BUENAVISTA
4959,LA GUAJIRA,DISTRACCION,CHORRERAS
4960,LA GUAJIRA,DISTRACCION,LA DUDA
4961,LA GUAJIRA,DISTRACCION,LOS HORNITOS
4962,LA GUAJIRA,DISTRACCION,POTRERITO
4963,LA GUAJIRA,EL MOLINO,EL MOLINO
4964,LA GUAJIRA,FONSECA,FONSECA
4965,LA GUAJIRA,FONSECA,CONEJO
4966,LA GUAJIRA,FONSECA,EL HATICO
4967,LA GUAJIRA,FONSECA,SITIONUEVO
4968,LA GUAJIRA,FONSECA,CARDONAL
4969,LA GUAJIRA,FONSECA,BANGAÑITAS
4970,LA GUAJIRA,FONSECA,EL CONFUSO
4971,LA GUAJIRA,FONSECA,LOS ALTOS
4972,LA GUAJIRA,FONSECA,QUEBRACHAL
4973,LA GUAJIRA,FONSECA,POTRERITO
4974,LA GUAJIRA,FONSECA,GUAMACHAL
4975,LA GUAJIRA,FONSECA,CAÑABOBA
4976,LA GUAJIRA,FONSECA,PONDORES
4977,LA GUAJIRA,FONSECA,SABANETA
4978,LA GUAJIRA,FONSECA,TRIGO
4979,LA GUAJIRA,HATONUEVO,HATONUEVO
4980,LA GUAJIRA,HATONUEVO,TABACO
4981,LA GUAJIRA,HATONUEVO,CERRO ALTO
4982,LA GUAJIRA,HATONUEVO,EL PARAISO
4983,LA GUAJIRA,HATONUEVO,EL POZO
4984,LA GUAJIRA,HATONUEVO,GUAIMARITO
4985,LA GUAJIRA,HATONUEVO,GUAMACHITO
4986,LA GUAJIRA,HATONUEVO,LA CRUZ
4987,LA GUAJIRA,HATONUEVO,LA GLORIA
4988,LA GUAJIRA,HATONUEVO,LA LOMITA
4989,LA GUAJIRA,LA JAGUA DEL PILAR,LA JAGUA DEL PILAR
4990,LA GUAJIRA,LA JAGUA DEL PILAR,EL PLAN
4991,LA GUAJIRA,MAICAO,MAICAO
4992,LA GUAJIRA,MAICAO,CARRAIPIA
4993,LA GUAJIRA,MAICAO,IPAPURE
4994,LA GUAJIRA,MAICAO,LA PAZ
4995,LA GUAJIRA,MAICAO,LA MAJAYURA
4996,LA GUAJIRA,MAICAO,PARAGUACHON
4997,LA GUAJIRA,MAICAO,MARAÑAMANA
4998,LA GUAJIRA,MAICAO,LA ARENA
4999,LA GUAJIRA,MAICAO,EL LIMONCITO
5000,LA GUAJIRA,MAICAO,YOTOJOROY
5001,LA GUAJIRA,MAICAO,GARRAPATERO
5002,LA GUAJIRA,MAICAO,MAKU
5003,LA GUAJIRA,MAICAO,SANTA CRUZ
5004,LA GUAJIRA,MAICAO,SANTA ROSA
5005,LA GUAJIRA,MANAURE,MANAURE
5006,LA GUAJIRA,MANAURE,AREMASAHIN
5007,LA GUAJIRA,MANAURE,MUSICHI
5008,LA GUAJIRA,MANAURE,EL PAJARO
5009,LA GUAJIRA,MANAURE,SANTA ROSA
5010,LA GUAJIRA,MANAURE,SHIRURE
5011,LA GUAJIRA,MANAURE,MAYAPO
5012,LA GUAJIRA,MANAURE,MANZANA
5013,LA GUAJIRA,MANAURE,LA GLORIA
5014,LA GUAJIRA,MANAURE,LA PAZ
5015,LA GUAJIRA,SAN JUAN DEL CESAR,SAN JUAN DEL CESAR
5016,LA GUAJIRA,SAN JUAN DEL CESAR,CAÑAVERALES
5017,LA GUAJIRA,SAN JUAN DEL CESAR,CARACOLI
5018,LA GUAJIRA,SAN JUAN DEL CESAR,CORRAL DE PIEDRA
5019,LA GUAJIRA,SAN JUAN DEL CESAR,EL HATICO DE LOS INDIOS
5020,LA GUAJIRA,SAN JUAN DEL CESAR,EL TABLAZO
5021,LA GUAJIRA,SAN JUAN DEL CESAR,EL TOTUMO
5022,LA GUAJIRA,SAN JUAN DEL CESAR,GUAYACANAL
5023,LA GUAJIRA,SAN JUAN DEL CESAR,LA JUNTA
5024,LA GUAJIRA,SAN JUAN DEL CESAR,LA PEÑA
5025,LA GUAJIRA,SAN JUAN DEL CESAR,LA SIERRITA
5026,LA GUAJIRA,SAN JUAN DEL CESAR,LOS HATICOS
5027,LA GUAJIRA,SAN JUAN DEL CESAR,LOS PONDORES
5028,LA GUAJIRA,SAN JUAN DEL CESAR,ZAMBRANO
5029,LA GUAJIRA,SAN JUAN DEL CESAR,CORRALEJAS
5030,LA GUAJIRA,SAN JUAN DEL CESAR,LA PEÑA DE LOS INDIOS
5031,LA GUAJIRA,SAN JUAN DEL CESAR,PONDORITOS
5032,LA GUAJIRA,SAN JUAN DEL CESAR,VILLA DEL RIO
5033,LA GUAJIRA,SAN JUAN DEL CESAR,LAGUNITA
5034,LA GUAJIRA,SAN JUAN DEL CESAR,LOS POZOS
5035,LA GUAJIRA,SAN JUAN DEL CESAR,POTRERITO
5036,LA GUAJIRA,SAN JUAN DEL CESAR,CURAZAO
5037,LA GUAJIRA,SAN JUAN DEL CESAR,BOCA DEL MONTE
5038,LA GUAJIRA,SAN JUAN DEL CESAR,LOS CARDONES
5039,LA GUAJIRA,SAN JUAN DEL CESAR,EL PLACER
5040,LA GUAJIRA,URIBIA,URIBIA
5041,LA GUAJIRA,URIBIA,BAHIA HONDA
5042,LA GUAJIRA,URIBIA,CABO DE LA VELA
5043,LA GUAJIRA,URIBIA,CARRIZAL
5044,LA GUAJIRA,URIBIA,CASTILLETES
5045,LA GUAJIRA,URIBIA,CASUSO
5046,LA GUAJIRA,URIBIA,EL CARDON
5047,LA GUAJIRA,URIBIA,GUIMPESI
5048,LA GUAJIRA,URIBIA,JARARA
5049,LA GUAJIRA,URIBIA,NAZARETH
5050,LA GUAJIRA,URIBIA,PUERTO ESTRELLA
5051,LA GUAJIRA,URIBIA,PUERTO LOPEZ
5052,LA GUAJIRA,URIBIA,RANCHO GRANDE
5053,LA GUAJIRA,URIBIA,TAPARAJIN
5054,LA GUAJIRA,URIBIA,TAROA
5055,LA GUAJIRA,URIBIA,IRRAIPA
5056,LA GUAJIRA,URIBIA,GUARERPA
5057,LA GUAJIRA,URIBIA,PORCHINA
5058,LA GUAJIRA,URIBIA,TAGUAIRA
5059,LA GUAJIRA,URIBIA,JONJONCITO
5060,LA GUAJIRA,URUMITA,URUMITA
5061,LA GUAJIRA,URUMITA,SIERRA MONTAÑA
5062,LA GUAJIRA,VILLANUEVA,VILLANUEVA
5063,MAGDALENA,SANTA MARTA,SANTA MARTA
5064,MAGDALENA,SANTA MARTA,BONDA
5065,MAGDALENA,SANTA MARTA,CALABAZO
5066,MAGDALENA,SANTA MARTA,DON DIEGO
5067,MAGDALENA,SANTA MARTA,GUACHACA
5068,MAGDALENA,SANTA MARTA,MINCA
5069,MAGDALENA,SANTA MARTA,TAGANGA
5070,MAGDALENA,SANTA MARTA,BURITACA
5071,MAGDALENA,SANTA MARTA,TIGRERA
5072,MAGDALENA,SANTA MARTA,CABAÑAS DE BURITACA
5073,MAGDALENA,SANTA MARTA,CAÑAVERAL (AGUA FRIA)
5074,MAGDALENA,SANTA MARTA,LAS COLINAS DE CALABAZO
5075,MAGDALENA,SANTA MARTA,CURVALITO
5076,MAGDALENA,SANTA MARTA,GUACOCHE (LA LLANTA)
5077,MAGDALENA,SANTA MARTA,MARKETALIA (PALOMINITO)
5078,MAGDALENA,SANTA MARTA,PAZ DEL CARIBE
5079,MAGDALENA,SANTA MARTA,PERICO AGUAO
5080,MAGDALENA,SANTA MARTA,LA OLLA
5081,MAGDALENA,SANTA MARTA,LA REVUELTA
5082,MAGDALENA,SANTA MARTA,EL TROMPITO
5083,MAGDALENA,SANTA MARTA,LA AGUACATERA
5084,MAGDALENA,SANTA MARTA,MACHETE PELAO
5085,MAGDALENA,SANTA MARTA,VALLE DE GAIRA
5086,MAGDALENA,ALGARROBO,ALGARROBO
5087,MAGDALENA,ALGARROBO,BELLA VISTA
5088,MAGDALENA,ALGARROBO,ESTACION DEL FERROCARRIL
5089,MAGDALENA,ALGARROBO,ESTACION LLERAS
5090,MAGDALENA,ALGARROBO,LOMA DEL BALSAMO
5091,MAGDALENA,ALGARROBO,ESTACION ALGARROBO
5092,MAGDALENA,ARACATACA,ARACATACA
5093,MAGDALENA,ARACATACA,BUENOS AIRES
5094,MAGDALENA,ARACATACA,SANTA ANA
5095,MAGDALENA,ARACATACA,CAUCA
5096,MAGDALENA,ARACATACA,SAMPUES
5097,MAGDALENA,ARIGUANI,EL DIFICIL
5098,MAGDALENA,ARIGUANI,ALEJANDRIA
5099,MAGDALENA,ARIGUANI,PUEBLO NUEVO
5100,MAGDALENA,ARIGUANI,SAN JOSE DE ARIGUANI
5101,MAGDALENA,ARIGUANI,VADELCO
5102,MAGDALENA,ARIGUANI,CARMEN DE ARIGUANI
5103,MAGDALENA,CERRO DE SAN ANTONIO,CERRO DE SAN ANTONIO
5104,MAGDALENA,CERRO DE SAN ANTONIO,CANDELARIA (CAIMAN)
5105,MAGDALENA,CERRO DE SAN ANTONIO,CONCEPCION (COCO)
5106,MAGDALENA,CERRO DE SAN ANTONIO,JESUS DEL MONTE (MICO)
5107,MAGDALENA,CERRO DE SAN ANTONIO,PUERTO NIÑO (CHARANGA)
5108,MAGDALENA,CHIVOLO,CHIVOLO
5109,MAGDALENA,CHIVOLO,LA CHINA
5110,MAGDALENA,CHIVOLO,PUEBLO NUEVO
5111,MAGDALENA,CHIVOLO,LA ESTRELLA
5112,MAGDALENA,CIENAGA,CIENAGA
5113,MAGDALENA,CIENAGA,SAN PEDRO DE LA SIERRA
5114,MAGDALENA,CIENAGA,SEVILLANO
5115,MAGDALENA,CIENAGA,PALMOR
5116,MAGDALENA,CIENAGA,CORDOBITA
5117,MAGDALENA,CIENAGA,SIBERIA
5118,MAGDALENA,CIENAGA,LA ISABEL
5119,MAGDALENA,CIENAGA,MAYA
5120,MAGDALENA,CIENAGA,SAN JAVIER
5121,MAGDALENA,CONCORDIA,CONCORDIA
5122,MAGDALENA,CONCORDIA,BALSAMO
5123,MAGDALENA,CONCORDIA,BELLAVISTA
5124,MAGDALENA,CONCORDIA,ROSARIO DEL CHENGUE
5125,MAGDALENA,EL BANCO,EL BANCO
5126,MAGDALENA,EL BANCO,AGUAESTRADA
5127,MAGDALENA,EL BANCO,ALGARROBAL
5128,MAGDALENA,EL BANCO,EL BARRANCO DE CHILLOA
5129,MAGDALENA,EL BANCO,LOS NEGRITOS
5130,MAGDALENA,EL BANCO,BELEN
5131,MAGDALENA,EL BANCO,CAÑO DE PALMA
5132,MAGDALENA,EL BANCO,EL CERRITO
5133,MAGDALENA,EL BANCO,EL TREBOL
5134,MAGDALENA,EL BANCO,MENCHIQUEJO
5135,MAGDALENA,EL BANCO,HATILLO DE LA SABANA
5136,MAGDALENA,EL BANCO,SAN JOSE
5137,MAGDALENA,EL BANCO,SAN ROQUE
5138,MAGDALENA,EL BANCO,TAMALAMEQUITO
5139,MAGDALENA,EL BANCO,SAN FELIPE Y SAN EDUARDO
5140,MAGDALENA,EL BANCO,GUACAMAYAL
5141,MAGDALENA,EL BANCO,MALPICA
5142,MAGDALENA,EL BANCO,GARZON
5143,MAGDALENA,EL BANCO,CAIMANERA
5144,MAGDALENA,EL BANCO,ISLITAS
5145,MAGDALENA,EL BANCO,BOTILLERO
5146,MAGDALENA,EL BANCO,LOS MAMONES
5147,MAGDALENA,EL BANCO,PUEBLO NUEVO
5148,MAGDALENA,EL BANCO,MATA DE CAÑA
5149,MAGDALENA,EL BANCO,EL CEDRO
5150,MAGDALENA,EL PIÑON,EL PIÑON
5151,MAGDALENA,EL PIÑON,CAMPO ALEGRE
