region_key,region_division,region_city,region_msa
1764,BOYACA,ZETAQUIRA,ZETAQUIRA
1765,CALDAS,MANIZALES,MANIZALES
1766,CALDAS,MANIZALES,ALTO DE LISBOA
1767,CALDAS,MANIZALES,KILOMETRO 41-COLOMBIA
1768,CALDAS,MANIZALES,BAJO TABLAZO
1769,CALDAS,MANIZALES,LA CABAÑA
1770,CALDAS,MANIZALES,LA CUCHILLA DEL SALADO
1771,CALDAS,MANIZALES,LAS PAVAS
1772,CALDAS,MANIZALES,SAN PEREGRINO
1773,CALDAS,MANIZALES,ALTO TABLAZO
1774,CALDAS,MANIZALES,ALTO DEL NARANJO
1775,CALDAS,MANIZALES,EL ARENILLO
1776,CALDAS,MANIZALES,LA AURORA
1777,CALDAS,MANIZALES,ALTO BONITO
1778,CALDAS,MANIZALES,MINA RICA
1779,CALDAS,MANIZALES,LA GARRUCHA
1780,CALDAS,MANIZALES,BAJO CORINTO
1781,CALDAS,MANIZALES,ALTO CORINTO
1782,CALDAS,MANIZALES,AGUA BONITA
1783,CALDAS,MANIZALES,EL AGUILA
1784,CALDAS,MANIZALES,CORREDOR AGROTURISTICO
1785,CALDAS,MANIZALES,CRISTALINA
1786,CALDAS,MANIZALES,EL MANANTIAL
1787,CALDAS,MANIZALES,EL REMANSO
1788,CALDAS,MANIZALES,PANORAMA
1789,CALDAS,MANIZALES,RIO BLANCO
1790,CALDAS,AGUADAS,AGUADAS
1791,CALDAS,AGUADAS,ARMA
1792,CALDAS,AGUADAS,LA MERMITA
1793,CALDAS,AGUADAS,EDEN
1794,CALDAS,AGUADAS,SAN NICOLAS
1795,CALDAS,AGUADAS,ALTO DE PITO
1796,CALDAS,AGUADAS,ALTO DE LA MONTAÑA
1797,CALDAS,AGUADAS,VIBORAL
1798,CALDAS,AGUADAS,PORE
1799,CALDAS,ANSERMA,ANSERMA
1800,CALDAS,ANSERMA,BELLAVISTA
1801,CALDAS,ANSERMA,MARAPRA
1802,CALDAS,ANSERMA,SAN PEDRO
1803,CALDAS,ANSERMA,CONCHARI
1804,CALDAS,ANSERMA,ALSACIA
1805,CALDAS,ANSERMA,MIRAVALLE
1806,CALDAS,ANSERMA,CHAPATA
1807,CALDAS,ANSERMA,EL HORRO
1808,CALDAS,ARANZAZU,ARANZAZU
1809,CALDAS,ARANZAZU,SAN RAFAEL
1810,CALDAS,BELALCAZAR,BELALCAZAR
1811,CALDAS,BELALCAZAR,EL MADROÑO
1812,CALDAS,BELALCAZAR,LA HABANA
1813,CALDAS,BELALCAZAR,SAN ISIDRO
1814,CALDAS,BELALCAZAR,ASENTAMIENTO INDIGENA
1815,CALDAS,CHINCHINA,CHINCHINA
1816,CALDAS,CHINCHINA,EL TREBOL
1817,CALDAS,CHINCHINA,LA FLORESTA
1818,CALDAS,CHINCHINA,ALTO DE LA MINA
1819,CALDAS,CHINCHINA,LA QUIEBRA DEL NARANJO
1820,CALDAS,CHINCHINA,LA ESTRELLA
1821,CALDAS,CHINCHINA,EL REPOSO
1822,CALDAS,CHINCHINA,GUAYABAL
1823,CALDAS,CHINCHINA,SAN ANDRES
1824,CALDAS,FILADELFIA,FILADELFIA
1825,CALDAS,FILADELFIA,EL PINTADO
1826,CALDAS,FILADELFIA,EL VERSO
1827,CALDAS,FILADELFIA,LA PAILA
1828,CALDAS,FILADELFIA,MORRITOS
1829,CALDAS,FILADELFIA,SAMARIA
1830,CALDAS,FILADELFIA,SAN LUIS
1831,CALDAS,FILADELFIA,BALMORAL
1832,CALDAS,FILADELFIA,LA MARINA
1833,CALDAS,LA DORADA,LA DORADA
1834,CALDAS,LA DORADA,BUENAVISTA
1835,CALDAS,LA DORADA,GUARINOCITO
1836,CALDAS,LA DORADA,PURNIO
1837,CALDAS,LA DORADA,LA ATARRAYA
1838,CALDAS,LA DORADA,EL TIGRE
1839,CALDAS,LA DORADA,CAMELIAS
1840,CALDAS,LA DORADA,DOÑA JUANA
1841,CALDAS,LA DORADA,HORIZONTE
1842,CALDAS,LA DORADA,LA AGUSTINA
1843,CALDAS,LA DORADA,LA HABANA
1844,CALDAS,LA DORADA,PROSOCIAL LA HUMAREDA
1845,CALDAS,LA DORADA,BRISAS BOCAS DE PONTONA
1846,CALDAS,LA DORADA,BRISAS TABLONES
1847,CALDAS,LA DORADA,JAPON
1848,CALDAS,LA DORADA,LA BOCANA
1849,CALDAS,LA MERCED,LA MERCED
1850,CALDAS,LA MERCED,LA FELISA
1851,CALDAS,LA MERCED,EL PALO
1852,CALDAS,LA MERCED,LA CHUSPA
1853,CALDAS,LA MERCED,LLANADAS
1854,CALDAS,LA MERCED,TOSCANA-VERGEL
1855,CALDAS,MANZANARES,MANZANARES
1856,CALDAS,MANZANARES,AGUABONITA
1857,CALDAS,MANZANARES,LA CEIBA
1858,CALDAS,MANZANARES,LAS MARGARITAS
1859,CALDAS,MANZANARES,LOS PLANES
1860,CALDAS,MARMATO,MARMATO
1861,CALDAS,MARMATO,CABRAS
1862,CALDAS,MARMATO,EL LLANO
1863,CALDAS,MARMATO,SAN JUAN
1864,CALDAS,MARMATO,LA CUCHILLA
1865,CALDAS,MARMATO,LA GARRUCHA
1866,CALDAS,MARMATO,JIMENEZ ALTO
1867,CALDAS,MARMATO,JIMENEZ BAJO
1868,CALDAS,MARMATO,LADRILLERA
1869,CALDAS,MARMATO,LLANO GRANDE
1870,CALDAS,MARMATO,LOAIZA
1871,CALDAS,MARQUETALIA,MARQUETALIA
1872,CALDAS,MARQUETALIA,SANTA ELENA
1873,CALDAS,MARULANDA,MARULANDA
1874,CALDAS,MARULANDA,MONTEBONITO
1875,CALDAS,MARULANDA,MOLLEJONES
1876,CALDAS,MARULANDA,PARAMO HERVEO
1877,CALDAS,NEIRA,NEIRA
1878,CALDAS,NEIRA,LA ESPERANZA
1879,CALDAS,NEIRA,LLANO GRANDE
1880,CALDAS,NEIRA,PAN DE AZUCAR
1881,CALDAS,NEIRA,PUEBLO RICO
1882,CALDAS,NEIRA,TAPIAS
1883,CALDAS,NEIRA,LA CRISTALINA
1884,CALDAS,NEIRA,LA FELICIA
1885,CALDAS,NEIRA,BARRIO MEDELLIN
1886,CALDAS,NEIRA,LA ISLA
1887,CALDAS,NEIRA,AGROVILLA
1888,CALDAS,NEIRA,SAN JOSE
1889,CALDAS,NORCASIA,NORCASIA
1890,CALDAS,NORCASIA,LA QUIEBRA
1891,CALDAS,PACORA,PACORA
1892,CALDAS,PACORA,CASTILLA
1893,CALDAS,PACORA,LAS COLES
1894,CALDAS,PACORA,SAN BARTOLOME
1895,CALDAS,PACORA,BUENOS AIRES
1896,CALDAS,PACORA,LOS MORROS
1897,CALDAS,PACORA,SAN LORENZO
1898,CALDAS,PALESTINA,PALESTINA
1899,CALDAS,PALESTINA,ARAUCA
1900,CALDAS,PALESTINA,EL JARDIN (REPOSO)
1901,CALDAS,PALESTINA,LA PLATA
1902,CALDAS,PALESTINA,CARTAGENA
1903,CALDAS,PENSILVANIA,PENSILVANIA
1904,CALDAS,PENSILVANIA,ARBOLEDA
1905,CALDAS,PENSILVANIA,BOLIVIA
1906,CALDAS,PENSILVANIA,EL HIGUERON
1907,CALDAS,PENSILVANIA,LA LINDA
1908,CALDAS,PENSILVANIA,LA RIOJA
1909,CALDAS,PENSILVANIA,PUEBLONUEVO
1910,CALDAS,PENSILVANIA,SAMARIA
1911,CALDAS,PENSILVANIA,SAN DANIEL
1912,CALDAS,PENSILVANIA,LA TORRE
1913,CALDAS,PENSILVANIA,LA SOLEDAD ALTA
1914,CALDAS,PENSILVANIA,AGUABONITA
1915,CALDAS,RIOSUCIO,RIOSUCIO
1916,CALDAS,RIOSUCIO,BONAFONT
1917,CALDAS,RIOSUCIO,EL SALADO
1918,CALDAS,RIOSUCIO,FLORENCIA
1919,CALDAS,RIOSUCIO,QUIEBRALOMO
1920,CALDAS,RIOSUCIO,SAN LORENZO
1921,CALDAS,RIOSUCIO,IBERIA
1922,CALDAS,RIOSUCIO,SIPIRRA
1923,CALDAS,RIOSUCIO,SAN JERONIMO
1924,CALDAS,RIOSUCIO,PUEBLO VIEJO
1925,CALDAS,RIOSUCIO,LAS ESTANCIAS
1926,CALDAS,RIOSUCIO,LA PLAYA - IMURRA
1927,CALDAS,RIOSUCIO,TUMBABARRETO
1928,CALDAS,RISARALDA,RISARALDA
1929,CALDAS,RISARALDA,ALTO DE ARAUCA
1930,CALDAS,RISARALDA,QUIEBRA SANTA BARBARA
1931,CALDAS,RISARALDA,QUIEBRA VARILLAS
1932,CALDAS,RISARALDA,CALLE LARGA
1933,CALDAS,SALAMINA,SALAMINA
1934,CALDAS,SALAMINA,VEREDA LA UNION
1935,CALDAS,SALAMINA,SAN FELIX
1936,CALDAS,SAMANA,SAMANA
1937,CALDAS,SAMANA,BERLIN
1938,CALDAS,SAMANA,FLORENCIA
1939,CALDAS,SAMANA,ENCIMADAS
1940,CALDAS,SAMANA,LOS POMOS
1941,CALDAS,SAMANA,SAN DIEGO
1942,CALDAS,SAMANA,RANCHOLARGO
1943,CALDAS,SAMANA,EL CONGAL
1944,CALDAS,SAN JOSE,SAN JOSE
1945,CALDAS,SAN JOSE,LA LIBERTAD
1946,CALDAS,SAN JOSE,PRIMAVERA ALTA
1947,CALDAS,SAN JOSE,CONDOMINIOS VALLES DE ACAPULCO Y LOS SEIS Y PUNTO
1948,CALDAS,SUPIA,SUPIA
1949,CALDAS,SUPIA,LA QUINTA
1950,CALDAS,SUPIA,HOJAS ANCHAS
1951,CALDAS,SUPIA,GUAMAL
1952,CALDAS,SUPIA,PUERTO NUEVO
1953,CALDAS,VICTORIA,VICTORIA
1954,CALDAS,VICTORIA,CAÑAVERAL
1955,CALDAS,VICTORIA,ISAZA
1956,CALDAS,VICTORIA,LA PRADERA
1957,CALDAS,VICTORIA,EL LLANO
1958,CALDAS,VICTORIA,LA FE
1959,CALDAS,VILLAMARIA,VILLAMARIA
1960,CALDAS,VILLAMARIA,ALTO DE LA CRUZ - LOS CUERVOS
1961,CALDAS,VILLAMARIA,EL PINDO
1962,CALDAS,VILLAMARIA,LLANITOS
1963,CALDAS,VILLAMARIA,RIOCLARO
1964,CALDAS,VILLAMARIA,SAN JULIAN
1965,CALDAS,VILLAMARIA,MIRAFLORES
1966,CALDAS,VILLAMARIA,ALTO VILLARAZO
1967,CALDAS,VILLAMARIA,GALLINAZO
1968,CALDAS,VILLAMARIA,LA NUEVA PRIMAVERA
1969,CALDAS,VILLAMARIA,LA FLORESTA
1970,CALDAS,VILLAMARIA,BAJO ARROYO
1971,CALDAS,VILLAMARIA,COROZAL
1972,CALDAS,VILLAMARIA,PARTIDAS
1973,CALDAS,VILLAMARIA,GRANJA AGRICOLA LA PAZ
1974,CALDAS,VILLAMARIA,NUEVO RIO CLARO
1975,CALDAS,VITERBO,VITERBO
1976,CALDAS,VITERBO,EL SOCORRO
1977,CALDAS,VITERBO,ALTOS DE JAEN
1978,CALDAS,VITERBO,EL FARO
1979,CALDAS,VITERBO,EL REMANSO
1980,CALDAS,VITERBO,LA ESMERALDA
1981,CALDAS,VITERBO,LOS ALCARAVANES
1982,CALDAS,VITERBO,LOS ANDES
1983,CALDAS,VITERBO,QUINTAS DE CATALINA
1984,CALDAS,VITERBO,BOSQUES DEL PALMAR
1985,CALDAS,VITERBO,VILLA DEL RIO
1986,CAQUETA,FLORENCIA,FLORENCIA
1987,CAQUETA,FLORENCIA,SAN ANTONIO DE ATENAS
1988,CAQUETA,FLORENCIA,SANTANA LAS HERMOSAS
1989,CAQUETA,FLORENCIA,LA ESPERANZA
1990,CAQUETA,FLORENCIA,NORCACIA
1991,CAQUETA,FLORENCIA,EL PARA
1992,CAQUETA,FLORENCIA,SAN GUILLERMO
1993,CAQUETA,FLORENCIA,PUERTO ARANGO
1994,CAQUETA,ALBANIA,ALBANIA
1995,CAQUETA,ALBANIA,DORADO
1996,CAQUETA,ALBANIA,VERSALLES
1997,CAQUETA,ALBANIA,EL PARAISO
1998,CAQUETA,BELEN DE LOS ANDAQUIES,BELEN DE LOS ANDAQUIES
1999,CAQUETA,BELEN DE LOS ANDAQUIES,EL PORTAL LA MONO
2000,CAQUETA,BELEN DE LOS ANDAQUIES,PUERTO TORRES
2001,CAQUETA,BELEN DE LOS ANDAQUIES,PUEBLO NUEVO LOS ANGELES
2002,CAQUETA,BELEN DE LOS ANDAQUIES,ALETONES
2003,CAQUETA,BELEN DE LOS ANDAQUIES,SAN ANTONIO DE PADUA
2004,CAQUETA,CARTAGENA DEL CHAIRA,CARTAGENA DEL CHAIRA
2005,CAQUETA,CARTAGENA DEL CHAIRA,REMOLINO DEL CAGUAN
2006,CAQUETA,CARTAGENA DEL CHAIRA,SANTA FE DEL CAGUAN
2007,CAQUETA,CARTAGENA DEL CHAIRA,MONSERRATE
2008,CAQUETA,CARTAGENA DEL CHAIRA,PEÑAS COLORADAS
2009,CAQUETA,CARTAGENA DEL CHAIRA,EL GUAMO
2010,CAQUETA,CARTAGENA DEL CHAIRA,PUERTO CAMELIA
2011,CAQUETA,CARTAGENA DEL CHAIRA,SANTO DOMINGO
2012,CAQUETA,CARTAGENA DEL CHAIRA,LOS CRISTALES
2013,CAQUETA,CARTAGENA DEL CHAIRA,RISARALDA
2014,CAQUETA,CARTAGENA DEL CHAIRA,BOLIVIA
2015,CAQUETA,CARTAGENA DEL CHAIRA,CUMARALES
2016,CAQUETA,CARTAGENA DEL CHAIRA,EL CAFE
2017,CAQUETA,CARTAGENA DEL CHAIRA,NAPOLES
2018,CAQUETA,CARTAGENA DEL CHAIRA,PEÑAS BLANCAS
2019,CAQUETA,CURILLO,CURILLO
2020,CAQUETA,CURILLO,SALAMINA
2021,CAQUETA,CURILLO,NOVIA PUERTO VALDIVIA
2022,CAQUETA,CURILLO,PALIZADAS
2023,CAQUETA,EL DONCELLO,EL DONCELLO
2024,CAQUETA,EL DONCELLO,MAGUARE
2025,CAQUETA,EL DONCELLO,PUERTO MANRIQUE
2026,CAQUETA,EL DONCELLO,PUERTO HUNGRIA
2027,CAQUETA,EL DONCELLO,RIONEGRO
2028,CAQUETA,EL DONCELLO,EL BERLIN
2029,CAQUETA,EL DONCELLO,PEÑAS NEGRAS
2030,CAQUETA,EL PAUJIL,EL PAUJIL
2031,CAQUETA,EL PAUJIL,VERSALLES
2032,CAQUETA,EL PAUJIL,BOLIVIA
2033,CAQUETA,LA MONTAÑITA,LA MONTAÑITA
2034,CAQUETA,LA MONTAÑITA,SANTUARIO
2035,CAQUETA,LA MONTAÑITA,LA UNION PENEYA
2036,CAQUETA,LA MONTAÑITA,EL TRIUNFO
2037,CAQUETA,LA MONTAÑITA,MATEGUADUA
2038,CAQUETA,LA MONTAÑITA,SAN ISIDRO
2039,CAQUETA,LA MONTAÑITA,MIRAMAR
2040,CAQUETA,LA MONTAÑITA,PUERTO BRASILIA
2041,CAQUETA,LA MONTAÑITA,PUERTO GAITAN
2042,CAQUETA,LA MONTAÑITA,REINA BAJA
2043,CAQUETA,MILAN,MILAN
2044,CAQUETA,MILAN,SAN ANTONIO DE GETUCHA
2045,CAQUETA,MILAN,MATICURU - GRANARIO
2046,CAQUETA,MILAN,LA RASTRA
2047,CAQUETA,MILAN,REMOLINOS DE ARICUNTI
2048,CAQUETA,MILAN,LA ILUSION
2049,CAQUETA,MILAN,AGUA BLANCA
2050,CAQUETA,MILAN,REMOLINO BAJO ORTEGUAZA
2051,CAQUETA,MORELIA,MORELIA
2052,CAQUETA,PUERTO RICO,PUERTO RICO
2053,CAQUETA,PUERTO RICO,RIONEGRO
2054,CAQUETA,PUERTO RICO,LUSITANIA
2055,CAQUETA,PUERTO RICO,SANTANA RAMOS
2056,CAQUETA,PUERTO RICO,LA ESMERALDA
2057,CAQUETA,PUERTO RICO,LA AGUILILLA
2058,CAQUETA,SAN JOSE DEL FRAGUA,SAN JOSE DEL FRAGUA
2059,CAQUETA,SAN JOSE DEL FRAGUA,FRAGUITA
2060,CAQUETA,SAN JOSE DEL FRAGUA,YURAYACO
2061,CAQUETA,SAN JOSE DEL FRAGUA,SABALETA
2062,CAQUETA,SAN JOSE DEL FRAGUA,CRISTAL
2063,CAQUETA,SAN VICENTE DEL CAGUAN,SAN VICENTE DEL CAGUAN
2064,CAQUETA,SAN VICENTE DEL CAGUAN,CIUDAD YARI
2065,CAQUETA,SAN VICENTE DEL CAGUAN,GUACAMAYAS
2066,CAQUETA,SAN VICENTE DEL CAGUAN,BALSILLAS (SAN LUIS DEL OSO)
2067,CAQUETA,SAN VICENTE DEL CAGUAN,CAMPO HERMOSO
2068,CAQUETA,SAN VICENTE DEL CAGUAN,EL RECREO
2069,CAQUETA,SAN VICENTE DEL CAGUAN,TRES ESQUINAS
2070,CAQUETA,SAN VICENTE DEL CAGUAN,PUERTO BETANIA
2071,CAQUETA,SAN VICENTE DEL CAGUAN,GIBRALTAR
2072,CAQUETA,SAN VICENTE DEL CAGUAN,LOS POZOS
2073,CAQUETA,SAN VICENTE DEL CAGUAN,SANTA ROSA
2074,CAQUETA,SAN VICENTE DEL CAGUAN,TRONCALES
2075,CAQUETA,SAN VICENTE DEL CAGUAN,GUAYABAL
2076,CAQUETA,SAN VICENTE DEL CAGUAN,LA SOMBRA
2077,CAQUETA,SAN VICENTE DEL CAGUAN,SAN JUAN DE LOZADA
2078,CAQUETA,SAN VICENTE DEL CAGUAN,ALTO PALERMO
2079,CAQUETA,SAN VICENTE DEL CAGUAN,CRISTO REY
2080,CAQUETA,SAN VICENTE DEL CAGUAN,DELICIAS
2081,CAQUETA,SAN VICENTE DEL CAGUAN,EL RUBY
2082,CAQUETA,SAN VICENTE DEL CAGUAN,LA CRISTALINA
2083,CAQUETA,SAN VICENTE DEL CAGUAN,LA TUNIA (CAQUETANIA)
2084,CAQUETA,SAN VICENTE DEL CAGUAN,LUZ GRANDE LOS ANGELES
2085,CAQUETA,SAN VICENTE DEL CAGUAN,PLAYA RICA
2086,CAQUETA,SAN VICENTE DEL CAGUAN,PUERTO LOZADA
2087,CAQUETA,SAN VICENTE DEL CAGUAN,ROVIRA
2088,CAQUETA,SAN VICENTE DEL CAGUAN,YAGUARA II
2089,CAQUETA,SOLANO,SOLANO
2090,CAQUETA,SOLANO,ARARACUARA
2091,CAQUETA,SOLANO,EL DANUBIO
2092,CAQUETA,SOLANO,PEÑAS BLANCAS
2093,CAQUETA,SOLANO,CUEMANI
2094,CAQUETA,SOLANO,MONONGUETE
2095,CAQUETA,SOLANO,PUERTO TEJADA
2096,CAQUETA,SOLANO,PEÑA ROJA
2097,CAQUETA,SOLANO,LA MANA
2098,CAQUETA,SOLITA,SOLITA
2099,CAQUETA,SOLITA,KILOMETRO 28
2100,CAQUETA,SOLITA,KILOMETRO 30
2101,CAQUETA,SOLITA,PUERTO BOLIVIA
2102,CAQUETA,SOLITA,SINAI
2103,CAQUETA,SOLITA,UNION SINCELEJO
2104,CAQUETA,VALPARAISO,VALPARAISO
2105,CAQUETA,VALPARAISO,SANTIAGO DE LA SELVA
2106,CAQUETA,VALPARAISO,KILOMETRO 18
2107,CAQUETA,VALPARAISO,PLAYA RICA
2108,CAUCA,POPAYAN,POPAYAN
2109,CAUCA,POPAYAN,CAJETE
2110,CAUCA,POPAYAN,CALIBIO
2111,CAUCA,POPAYAN,EL CHARCO
2112,CAUCA,POPAYAN,EL PLACER
2113,CAUCA,POPAYAN,EL TABLON
2114,CAUCA,POPAYAN,FIGUEROA
2115,CAUCA,POPAYAN,JULUMITO
2116,CAUCA,POPAYAN,LA REJOYA
2117,CAUCA,POPAYAN,LA YUNGA
2118,CAUCA,POPAYAN,LAS MERCEDES
2119,CAUCA,POPAYAN,LAS PIEDRAS
2120,CAUCA,POPAYAN,PUEBLILLO ALTO
2121,CAUCA,POPAYAN,PUELENJE
2122,CAUCA,POPAYAN,QUINTANA
2123,CAUCA,POPAYAN,SAMANGA
2124,CAUCA,POPAYAN,SAN RAFAEL
2125,CAUCA,POPAYAN,SANTA BARBARA
2126,CAUCA,POPAYAN,SANTA ROSA
2127,CAUCA,POPAYAN,YANACONAS
2128,CAUCA,POPAYAN,EL SENDERO
2129,CAUCA,POPAYAN,LA MESETA
2130,CAUCA,POPAYAN,EL CANELO
2131,CAUCA,POPAYAN,POBLAZON
2132,CAUCA,POPAYAN,SAMUEL SILVERIO
2133,CAUCA,POPAYAN,CRUCERO DE PUELENJE
2134,CAUCA,POPAYAN,EL SALVADOR
2135,CAUCA,POPAYAN,EL TUNEL
2136,CAUCA,POPAYAN,JULUMITO ALTO
2137,CAUCA,POPAYAN,LA CABUYERA
2138,CAUCA,POPAYAN,LA PLAYA
2139,CAUCA,POPAYAN,LAME
2140,CAUCA,POPAYAN,RIO BLANCO
2141,CAUCA,POPAYAN,VEREDA DE TORRES
2142,CAUCA,POPAYAN,EL ARENAL
2143,CAUCA,POPAYAN,JARDINES DE PAZ
2144,CAUCA,POPAYAN,LA FORTALEZA
2145,CAUCA,POPAYAN,PARCELACION ATARDECERES DE LA PRADERA
2146,CAUCA,ALMAGUER,ALMAGUER
2147,CAUCA,ALMAGUER,CAQUIONA
2148,CAUCA,ALMAGUER,TABLON
2149,CAUCA,ALMAGUER,LLACUANAS
2150,CAUCA,ALMAGUER,SAUJI
2151,CAUCA,ALMAGUER,SAN JORGE HERRADURA
2152,CAUCA,ALMAGUER,LA HONDA
2153,CAUCA,ARGELIA,ARGELIA
2154,CAUCA,ARGELIA,EL MANGO
2155,CAUCA,ARGELIA,LA BELLEZA
2156,CAUCA,ARGELIA,BETANIA
2157,CAUCA,ARGELIA,EL DIVISO
2158,CAUCA,ARGELIA,EL PLATEADO
2159,CAUCA,ARGELIA,SINAI
2160,CAUCA,ARGELIA,EL NARANJAL
2161,CAUCA,ARGELIA,BOTAFOGO
2162,CAUCA,ARGELIA,CRISTALES ALTO
2163,CAUCA,ARGELIA,EL PLAN
2164,CAUCA,ARGELIA,LAS PERLAS
2165,CAUCA,ARGELIA,PUENTE TIERRA
2166,CAUCA,ARGELIA,PUERTO RICO
2167,CAUCA,ARGELIA,SAN JUAN GUADUA
2168,CAUCA,BALBOA,BALBOA
2169,CAUCA,BALBOA,LA PLANADA
2170,CAUCA,BALBOA,OLAYA
2171,CAUCA,BALBOA,SAN ALFONSO
2172,CAUCA,BALBOA,LA BERMEJA
2173,CAUCA,BALBOA,PURETO
2174,CAUCA,BALBOA,GUADALITO
2175,CAUCA,BALBOA,LA LOMITA
2176,CAUCA,BALBOA,EL VIJAL
2177,CAUCA,BALBOA,BERMEJA ALTA
2178,CAUCA,BALBOA,PARAISO
2179,CAUCA,BOLIVAR,BOLIVAR
2180,CAUCA,BOLIVAR,CAPELLANIAS
2181,CAUCA,BOLIVAR,EL CARMEN
2182,CAUCA,BOLIVAR,EL RODEO
2183,CAUCA,BOLIVAR,GUACHICONO
2184,CAUCA,BOLIVAR,LA CUMBRE DE SANTA INES
2185,CAUCA,BOLIVAR,LAS CASCADAS
2186,CAUCA,BOLIVAR,LAS CEJAS
2187,CAUCA,BOLIVAR,LERMA
2188,CAUCA,BOLIVAR,LOS MILAGROS
2189,CAUCA,BOLIVAR,LOS RASTROJOS
2190,CAUCA,BOLIVAR,MELCHOR
2191,CAUCA,BOLIVAR,SAN JOSE DEL MORRO
2192,CAUCA,BOLIVAR,SAN JUAN
2193,CAUCA,BOLIVAR,SAN LORENZO
2194,CAUCA,BOLIVAR,SAN MIGUEL
2195,CAUCA,BOLIVAR,LA ESPERANZA
2196,CAUCA,BOLIVAR,LA CARBONERA
2197,CAUCA,BOLIVAR,EL MORRO
2198,CAUCA,BOLIVAR,VILLA NUEVA
2199,CAUCA,BUENOS AIRES,BUENOS AIRES
2200,CAUCA,BUENOS AIRES,EL PORVENIR
2201,CAUCA,BUENOS AIRES,HONDURAS
2202,CAUCA,BUENOS AIRES,LA BALSA
2203,CAUCA,BUENOS AIRES,SAN IGNACIO
2204,CAUCA,BUENOS AIRES,TIMBA
2205,CAUCA,BUENOS AIRES,EL CERAL
2206,CAUCA,BUENOS AIRES,SAN FRANCISCO
2207,CAUCA,BUENOS AIRES,LA VENTURA
2208,CAUCA,BUENOS AIRES,EL LLANITO
2209,CAUCA,BUENOS AIRES,PALOBLANCO
2210,CAUCA,BUENOS AIRES,BELLAVISTA
2211,CAUCA,BUENOS AIRES,LA ESPERANZA
2212,CAUCA,BUENOS AIRES,MUNCHIQUE
2213,CAUCA,CAJIBIO,CAJIBIO
2214,CAUCA,CAJIBIO,CAMPOALEGRE
2215,CAUCA,CAJIBIO,CHAUX
2216,CAUCA,CAJIBIO,DINDE
2217,CAUCA,CAJIBIO,EL CARMELO
2218,CAUCA,CAJIBIO,EL ROSARIO
2219,CAUCA,CAJIBIO,LA CAPILLA
2220,CAUCA,CAJIBIO,LA PEDREGOSA
2221,CAUCA,CAJIBIO,LA VENTA
2222,CAUCA,CAJIBIO,ORTEGA
2223,CAUCA,CAJIBIO,EL TUNEL
2224,CAUCA,CAJIBIO,CASAS BAJAS
2225,CAUCA,CAJIBIO,EL RECUERDO
2226,CAUCA,CALDONO,CALDONO
2227,CAUCA,CALDONO,CERRO ALTO
2228,CAUCA,CALDONO,EL PITAL
2229,CAUCA,CALDONO,LA AGUADA
2230,CAUCA,CALDONO,PESCADOR
2231,CAUCA,CALDONO,PIOYA
2232,CAUCA,CALDONO,PLAN DE ZUÑIGA
2233,CAUCA,CALDONO,PUEBLO NUEVO
2234,CAUCA,CALDONO,SIBERIA
2235,CAUCA,CALDONO,ANDALUCIA
2236,CAUCA,CALDONO,GRANADILLO
2237,CAUCA,CALOTO,CALOTO
2238,CAUCA,CALOTO,CAMPO ALEGRE
2239,CAUCA,CALOTO,EL PALO
2240,CAUCA,CALOTO,EL PLACER
2241,CAUCA,CALOTO,HUASANO
2242,CAUCA,CALOTO,LA PALOMERA
2243,CAUCA,CALOTO,LA PLACA
2244,CAUCA,CALOTO,QUINTERO
2245,CAUCA,CALOTO,CARPINTERO CHIVERA
2246,CAUCA,CALOTO,"EL ALBA (PARAISO, LOS MANGOS)"
2247,CAUCA,CALOTO,LA ARROBLEDA
2248,CAUCA,CALOTO,SAN NICOLAS
2249,CAUCA,CALOTO,SANTA RITA
2250,CAUCA,CALOTO,LOMA PELADA
2251,CAUCA,CALOTO,EL PEDREGAL
2252,CAUCA,CALOTO,CRUCERO DE GUALI
2253,CAUCA,CALOTO,HUELLAS
2254,CAUCA,CALOTO,ALTO EL PALO
2255,CAUCA,CALOTO,BODEGA ARRIBA
2256,CAUCA,CALOTO,EL NILO
2257,CAUCA,CALOTO,EL GUASIMO
2258,CAUCA,CALOTO,SANTA ROSA
2259,CAUCA,CALOTO,TOEZ
2260,CAUCA,CALOTO,CAICEDO
2261,CAUCA,CALOTO,EL CREDO
2262,CAUCA,CALOTO,GUABITO
2263,CAUCA,CALOTO,LA ESTRELLA
2264,CAUCA,CALOTO,LOPEZ ADENTRO
2265,CAUCA,CALOTO,MORALES
2266,CAUCA,CALOTO,NAPOLES
2267,CAUCA,CALOTO,PAJARITO
2268,CAUCA,CALOTO,TIERRERO
2269,CAUCA,CALOTO,EL VERGEL
2270,CAUCA,CALOTO,EL PILAMO
2271,CAUCA,CALOTO,ALTAMIRA
2272,CAUCA,CALOTO,DOMINGA ALTA
2273,CAUCA,CALOTO,EL ARRAYAN
2274,CAUCA,CALOTO,EL CARMELO
2275,CAUCA,CALOTO,EL CHOCHO
2276,CAUCA,CALOTO,EL POBLADO
2277,CAUCA,CALOTO,EL SOCORRO
2278,CAUCA,CALOTO,GUADUALITO
2279,CAUCA,CALOTO,GUATABA
2280,CAUCA,CALOTO,LA BUITRERA
2281,CAUCA,CALOTO,LA CUCHILLA
2282,CAUCA,CALOTO,LA GUINEA
2283,CAUCA,CALOTO,LA QUEBRADA
